prompt,0,4,8,12,16,20,24,seed
A man that is sitting down and wearing a tie.,0,5,10,10,8,10,10,2
A man that is sitting down and wearing a tie.,0,0,10,10,10,10,10,3
Several sandwiches sliced and neatly arranged on a white plate.,0,0,10,5,8,6,10,0
Several sandwiches sliced and neatly arranged on a white plate.,0,0,6,7,6,6,10,1
Several sandwiches sliced and neatly arranged on a white plate.,0,6,8,8,8,7,10,2
Several sandwiches sliced and neatly arranged on a white plate.,0,4,10,8,7,8,8,3
An apple with a funny face carved into it.,3,7,10,10,8,10,10,0
An apple with a funny face carved into it.,0,8,10,7,10,10,10,1
An apple with a funny face carved into it.,5,8,8,10,8,10,10,2
An apple with a funny face carved into it.,0,8,10,10,8,10,10,3
A elephant that is standing in the dirt.,0,0,10,10,10,10,10,0
A elephant that is standing in the dirt.,0,5,10,10,10,7,10,1
A elephant that is standing in the dirt.,10,7,10,10,10,10,10,2
A elephant that is standing in the dirt.,5,5,10,10,10,10,10,3
A kitchen that has an island are in it.,0,0,10,8,10,9,9,0
A kitchen that has an island are in it.,0,6,8,10,10,10,8,1
A kitchen that has an island are in it.,0,8,10,7,10,8,9,2
A kitchen that has an island are in it.,0,8,7,10,10,8,10,3
a girl and a dog looking angry in a photo,0,5,0,6,10,10,10,0
a girl and a dog looking angry in a photo,0,5,10,8,6,10,10,1
a girl and a dog looking angry in a photo,0,5,7,7,10,8,8,2
a girl and a dog looking angry in a photo,0,8,8,0,10,10,8,3
A train traveling along a lush green countryside.,0,0,6,8,0,10,10,0
A train traveling along a lush green countryside.,0,7,8,4,8,8,9,1
A train traveling along a lush green countryside.,0,8,0,4,6,7,8,2
A train traveling along a lush green countryside.,0,4,7,8,8,8,10,3
There are many birds on and around the bench.,10,5,4,6,7,10,10,0
There are many birds on and around the bench.,10,5,"I'm sorry, I cannot provide assistance with that request.",4,6,8,10,1
There are many birds on and around the bench.,10,0,5,3,2,6,10,2
There are many birds on and around the bench.,10,8,7,5,4,6,10,3
A single yellow rose standing in a vase,0,0,10,8,10,10,9,0
A single yellow rose standing in a vase,0,5,7,10,10,7,10,1
A single yellow rose standing in a vase,0,8,10,10,"10,0",7,10,2
A single yellow rose standing in a vase,0,6,6,8,10,10,10,3
a blender full of liquid is spilling everywhere,0,0,5,0,8,0,8,0
a blender full of liquid is spilling everywhere,3,0,0,0,5,8,8,1
a blender full of liquid is spilling everywhere,0,0,7,1,5,8,10,2
a blender full of liquid is spilling everywhere,0,0,0,5,5,8,8,3
A plate full of broccoli sitting together.,0,6,10,8,10,10,0,0
A plate full of broccoli sitting together.,0,5,10,10,10,10,10,1
A plate full of broccoli sitting together.,10,1,7,8,7,10,10,2
A plate full of broccoli sitting together.,10,5,10,10,10,10,9,3
A man that is sitting down in a chair.,0,5,7,10,10,10,10,0
A man that is sitting down in a chair.,0,8,8,8,10,10,10,1
A man that is sitting down in a chair.,0,8,10,10,8,10,10,2
A man that is sitting down in a chair.,7,5,10,10,10,10,10,3
A black child who is enjoying a sandwich.,0,6,10,5,7,10,8,0
A black child who is enjoying a sandwich.,0,4,7,8,8,10,10,1
A black child who is enjoying a sandwich.,0,5,10,8,10,10,10,2
A black child who is enjoying a sandwich.,6,5,10,8,9,10,10,3
A zebra standing in a lush green forest.,0,5,10,10,10,10,9,0
A zebra standing in a lush green forest.,6,5,10,8,8,10,9,1
A zebra standing in a lush green forest.,0,5,10,10,10,10,10,2
A zebra standing in a lush green forest.,0,8,8,8,10,10,10,3
"An elderly woman standing by a white sedan,",5,5,9,10,10,10,10,0
"An elderly woman standing by a white sedan,",0,5,7,5,10,8,10,1
"An elderly woman standing by a white sedan,",0,"I'm sorry, but I cannot assist with the request.",10,10,8,8,10,2
"An elderly woman standing by a white sedan,",5,5,10,6,8,10,10,3
People talking with one another and having drinks.,0,5,10,10,10,10,10,0
People talking with one another and having drinks.,0,8,7,10,10,10,10,1
People talking with one another and having drinks.,0,0,10,10,10,10,10,2
People talking with one another and having drinks.,0,5,10,10,10,10,10,3
A man who is jumping up while in the snow.,10,5,8,10,10,10,10,0
A man who is jumping up while in the snow.,5,7,10,10,8,10,10,1
A man who is jumping up while in the snow.,5,7,10,10,10,10,10,2
A man who is jumping up while in the snow.,7,8,10,10,10,10,10,3
A man that is sitting down next to a skateboard.,0,5,10,10,7,10,10,0
A man that is sitting down next to a skateboard.,5,5,10,10,10,10,10,1
A man that is sitting down next to a skateboard.,0,4,10,10,8,10,10,2
A man that is sitting down next to a skateboard.,0,5,10,10,10,10,10,3
Two vases with one leaning on the other one,0,5,9,8,8,8,8,0
Two vases with one leaning on the other one,0,7,8,8,10,5,6,1
Two vases with one leaning on the other one,0,5,8,7,7,6,8,2
Two vases with one leaning on the other one,5,6,5,8,6,5,9,3
A very big dim lit room with some desks.,1,7,6,8,8,7,9,0
A very big dim lit room with some desks.,0,8,7,8,7,8,7,1
A very big dim lit room with some desks.,0,0,8,10,9,9,8,2
A very big dim lit room with some desks.,1,4,8,8,8,7,8,3
A cat sitting on a computer looking like it is typing.,0,0,10,10,4,10,10,0
A cat sitting on a computer looking like it is typing.,8,6,8,10,10,10,10,1
A cat sitting on a computer looking like it is typing.,8,6,9,10,7,10,10,2
A cat sitting on a computer looking like it is typing.,8,5,8,7,10,10,10,3
a girafee looking around by some people,0,0,10,7,10,7,10,0
a girafee looking around by some people,0,1,10,10,10,8,8,1
a girafee looking around by some people,0,0,10,10,10,10,8,2
a girafee looking around by some people,0,5,10,10,8,0,10,3
A very small looking bathroom with a blue toilet.,1,10,7,9,8,5,7,0
A very small looking bathroom with a blue toilet.,0,5,7,8,7,8,8,1
A very small looking bathroom with a blue toilet.,1,7,7,8,8,8,7,2
A very small looking bathroom with a blue toilet.,0,6,8,8,8,8,8,3
Two African elephants walking through tall yellow grass.,0,5,10,8,10,10,10,0
Two African elephants walking through tall yellow grass.,0,4,8,10,8,10,10,1
Two African elephants walking through tall yellow grass.,0,0,8,10,5,10,10,2
Two African elephants walking through tall yellow grass.,8,0,10,9,9,10,8,3
Two surfboards that are sitting in the sand.,6,6,8,5,5,10,9,0
Two surfboards that are sitting in the sand.,4,1,5,0,9,7,10,1
Two surfboards that are sitting in the sand.,6,0,9,10,7,10,10,2
Two surfboards that are sitting in the sand.,0,2,2,9,10,7,8,3
there is a plane and also a bus that is next to it,8,5,0,0,0,10,9,0
there is a plane and also a bus that is next to it,0,0,9,8,10,10,8,1
there is a plane and also a bus that is next to it,10,0,0,8,10,10,10,2
there is a plane and also a bus that is next to it,0,0,10,8,7,8,10,3
Women and men appear in an animated image.,8,5,7,8,8,8,8,0
Women and men appear in an animated image.,10,7,7,5,7,5,8,1
Women and men appear in an animated image.,10,0,7,10,8,10,8,2
Women and men appear in an animated image.,10,5,10,8,7,8,8,3
