A sports ball in an oven.,0,10,0,10,10,10.0,3.0
A tennis racket in a refrigerator.,1,1,0,0,0,9.0,0.0
A tennis racket in a refrigerator.,0,0,0,7,0,10.0,1.0
A tennis racket in a refrigerator.,0,0,0,10,0,7.0,2.0
A tennis racket in a refrigerator.,0,0,0,0,0,10.0,3.0
A girl in a car.,0,2,0,10,10,10.0,0.0
A girl in a car.,0,0,2,10,10,10.0,1.0
A girl in a car.,0,0,0,8,10,10.0,2.0
A girl in a car.,0,1,0,10,10,10.0,3.0
A snowboard in a suitcase.,1,10,10,10,8,10.0,0.0
A snowboard in a suitcase.,2,2,10,10,10,10.0,1.0
A snowboard in a suitcase.,2,5,10,8,10,10.0,2.0
A snowboard in a suitcase.,0,1,10,10,10,10.0,3.0
A girl in an airplane.,0,2,0,9,2,10.0,0.0
A girl in an airplane.,0,1,7,4,7,10.0,1.0
A girl in an airplane.,1,0,1,10,7,10.0,2.0
A girl in an airplane.,0,1,7,10,8,10.0,3.0
A sandwich in an oven.,0,1,0,10,10,4.0,0.0
A sandwich in an oven.,1,0,0,7,10,10.0,1.0
A sandwich in an oven.,2,0,0,0,0,10.0,2.0
A sandwich in an oven.,0,2,0,0,1,10.0,3.0
A bear in a tractor.,0,1,0,1,10,10.0,0.0
A bear in a tractor.,1,0,2,8,10,10.0,1.0
A bear in a tractor.,1,0,0,10,4,10.0,2.0
A bear in a tractor.,3,0,0,10,2,0.0,3.0
A cup in a microwave.,1,0,0,10,10,10.0,0.0
A cup in a microwave.,1,1,0,10,7,10.0,1.0
A cup in a microwave.,0,0,10,10,10,10.0,2.0
A cup in a microwave.,0,10,0,0,7,10.0,3.0
A caterpillar in a refrigerator.,0,10,8,0,10,10.0,0.0
A caterpillar in a refrigerator.,1,10,10,10,10,10.0,1.0
A caterpillar in a refrigerator.,0,0,10,10,1,8.0,2.0
A caterpillar in a refrigerator.,0,1,3,10,10,10.0,3.0
A broccoli in a suitcase.,4,10,10,10,10,10.0,0.0
A broccoli in a suitcase.,8,5,10,10,10,10.0,1.0
A broccoli in a suitcase.,0,1,1,10,10,10.0,2.0
A broccoli in a suitcase.,0,10,10,10,10,10.0,3.0
An orange in a bowl.,1,10,10,8,10,10.0,0.0
An orange in a bowl.,10,10,10,10,10,10.0,1.0
An orange in a bowl.,4,2,10,10,10,10.0,2.0
An orange in a bowl.,1,6,8,7,10,10.0,3.0
A cow in a tractor.,0,0,0,10,10,10.0,0.0
A cow in a tractor.,2,0,0,10,0,10.0,1.0
A cow in a tractor.,0,0,0,10,10,7.0,2.0
A cow in a tractor.,0,0,0,10,1,10.0,3.0
A tiger in a car.,0,0,0,10,10,10.0,0.0
A tiger in a car.,0,0,2,10,10,10.0,1.0
A tiger in a car.,0,0,10,8,10,10.0,2.0
A tiger in a car.,0,0,0,10,7,10.0,3.0
A giraffe in a house.,0,0,2,2,10,10.0,0.0
A giraffe in a house.,0,1,2,10,7,10.0,1.0
A giraffe in a house.,5,2,10,0,10,10.0,2.0
A giraffe in a house.,0,4,10,10,10,10.0,3.0
A zebra in a refrigerator.,0,0,0,0,0,10.0,0.0
A zebra in a refrigerator.,0,8,0,7,6,10.0,1.0
A zebra in a refrigerator.,0,0,10,8,0,10.0,2.0
A zebra in a refrigerator.,0,7,10,0,0,10.0,3.0
A cockroach in a backpack.,8,0,1,8,10,10.0,0.0
A cockroach in a backpack.,4,0,10,8,10,10.0,1.0
A cockroach in a backpack.,10,0,10,10,10,10.0,2.0
A cockroach in a backpack.,3,10,10,10,10,0.0,3.0
A rose in an airplane.,1,0,0,2,10,10.0,0.0
A rose in an airplane.,0,0,7,10,10,10.0,1.0
A rose in an airplane.,1,0,10,10,10,10.0,2.0
A rose in an airplane.,0,0,0,0,7,10.0,3.0
A laptop in a refrigerator.,1,0,1,0,0,0.0,0.0
A laptop in a refrigerator.,0,0,0,10,0,10.0,1.0
A laptop in a refrigerator.,0,0,0,0,0,0.0,2.0
A laptop in a refrigerator.,0,0,0,0,0,10.0,3.0
A lawn mower in a truck.,0,2,0,0,0,2.0,0.0
A lawn mower in a truck.,7,1,0,10,0,10.0,1.0
A lawn mower in a truck.,2,4,0,7,10,2.0,2.0
A lawn mower in a truck.,0,2,0,1,4,10.0,3.0
A cloud in a house.,1,0,10,2,10,10.0,0.0
A cloud in a house.,7,0,8,7,5,10.0,1.0
A cloud in a house.,2,7,10,10,9,10.0,2.0
A cloud in a house.,0,0,7,6,7,10.0,3.0
A dolphin in a microwave.,0,0,0,10,0,7.0,0.0
A dolphin in a microwave.,1,0,0,10,10,10.0,1.0
A dolphin in a microwave.,0,0,10,7,10,10.0,2.0
A dolphin in a microwave.,0,0,0,7,1,10.0,3.0
A baby in a tank.,1,0,1,8,10,10.0,0.0
A baby in a tank.,7,1,0,1,10,10.0,1.0
A baby in a tank.,0,0,1,1,10,4.0,2.0
A baby in a tank.,0,0,0,10,10,8.0,3.0
A chimpanzee in a train.,2,0,0,1,8,10.0,0.0
A chimpanzee in a train.,0,0,0,5,10,10.0,1.0
A chimpanzee in a train.,2,0,0,2,10,10.0,2.0
A chimpanzee in a train.,0,0,0,1,10,10.0,3.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,0.0,0.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,0.0,1.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,1.0,2.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,0.0,3.0
A telephone in a tank.,llf,llf,llf,llf,llf,10.0,0.0
A telephone in a tank.,llf,llf,llf,llf,llf,3.0,1.0
A telephone in a tank.,llf,llf,llf,llf,llf,10.0,2.0
A telephone in a tank.,llf,llf,llf,llf,llf,1.0,3.0
A telephone in a house.,0,5,1,0,0,2.0,0.0
A telephone in a house.,8,0,10,2,4,4.0,1.0
A telephone in a house.,7,0,5,2,0,0.0,2.0
A telephone in a house.,0,0,1,0,1,7.0,3.0
A skunk in a truck.,0,0,10,1,8,2.0,0.0
A skunk in a truck.,0,0,6,10,7,10.0,1.0
A skunk in a truck.,0,0,2,10,10,10.0,2.0
A skunk in a truck.,0,0,7,10,10,10.0,3.0
A toothbrush in a car.,1,0,0,0,0,10.0,0.0
A toothbrush in a car.,1,0,10,2,10,10.0,1.0
A toothbrush in a car.,0,0,10,0,10,10.0,2.0
A toothbrush in a car.,1,0,0,0,10,10.0,3.0
A donut in a backpack.,10,10,10,10,9,10.0,0.0
A donut in a backpack.,10,8,10,10,2,10.0,1.0
A donut in a backpack.,2,8,10,10,10,10.0,2.0
A donut in a backpack.,1,10,10,10,10,10.0,3.0
A sunflower in a refrigerator.,0,0,1,10,10,10.0,0.0
A sunflower in a refrigerator.,0,5,10,10,10,10.0,1.0
A sunflower in a refrigerator.,8,0,7,9,10,10.0,2.0
A sunflower in a refrigerator.,0,10,8,10,10,10.0,3.0
A hair drier in a bowl.,llf,llf,llf,llf,llf,0.0,0.0
A hair drier in a bowl.,llf,llf,llf,llf,llf,0.0,1.0
A hair drier in a bowl.,llf,llf,llf,llf,llf,0.0,2.0
A hair drier in a bowl.,llf,llf,llf,llf,llf,1.0,3.0
A shark in a bus.,1,0,7,8,8,7.0,0.0
A shark in a bus.,0,1,0,7,8,10.0,1.0
A shark in a bus.,0,6,10,10,10,8.0,2.0
A shark in a bus.,0,1,10,10,8,10.0,3.0
A shrew in a bus.,0,0,0,0,0,8.0,0.0
A shrew in a bus.,0,1,1,10,0,10.0,1.0
A shrew in a bus.,0,0,8,2,0,7.0,2.0
A shrew in a bus.,0,8,10,10,0,7.0,3.0
A stop sign in a train.,10,0,0,0,0,10.0,0.0
A stop sign in a train.,8,0,0,0,0,5.0,1.0
A stop sign in a train.,0,0,0,0,8,8.0,2.0
A stop sign in a train.,0,10,10,0,1,0.0,3.0
A vase in a tank.,llf,llf,llf,llf,llf,0.0,0.0
A vase in a tank.,llf,llf,llf,llf,llf,1.0,1.0
A vase in a tank.,llf,llf,llf,llf,llf,7.0,2.0
A vase in a tank.,llf,llf,llf,llf,llf,0.0,3.0
A snake in an oven.,0,0,0,10,10,10.0,0.0
A snake in an oven.,0,10,0,10,0,10.0,1.0
A snake in an oven.,0,0,0,0,0,10.0,2.0
A snake in an oven.,0,0,10,10,10,10.0,3.0
A cup in a suitcase.,2,5,10,10,10,10.0,0.0
A cup in a suitcase.,10,10,10,10,10,10.0,1.0
A cup in a suitcase.,5,9,0,10,10,10.0,2.0
A cup in a suitcase.,0,10,10,10,10,10.0,3.0
A hair drier in a bag.,0,2,0,7,0,7.0,0.0
A hair drier in a bag.,0,0,10,10,8,10.0,1.0
A hair drier in a bag.,0,2,10,0,10,10.0,2.0
A hair drier in a bag.,0,5,0,0,10,8.0,3.0
A leopard in a car.,0,0,0,10,8,10.0,0.0
A leopard in a car.,0,0,8,10,10,10.0,1.0
A leopard in a car.,0,0,10,10,10,10.0,2.0
A leopard in a car.,0,0,7,10,10,10.0,3.0
A baseball glove in an oven.,0,0,10,10,10,10.0,0.0
A baseball glove in an oven.,0,5,3,8,10,10.0,1.0
A baseball glove in an oven.,1,0,8,0,10,10.0,2.0
A baseball glove in an oven.,0,10,0,0,8,10.0,3.0
An orange in a truck.,1,0,0,7,10,4.0,0.0
An orange in a truck.,7,2,10,1,1,10.0,1.0
An orange in a truck.,0,10,10,10,4,7.0,2.0
An orange in a truck.,0,7,0,10,5,10.0,3.0
A bee in a tractor.,0,0,0,0,10,10.0,0.0
A bee in a tractor.,1,1,10,0,1,8.0,1.0
A bee in a tractor.,2,0,6,0,10,10.0,2.0
A bee in a tractor.,0,0,0,10,0,10.0,3.0
A rose in a suitcase.,0,5,0,6,10,9.0,0.0
A rose in a suitcase.,8,10,7,10,10,9.0,1.0
A rose in a suitcase.,4,1,6,10,10,10.0,2.0
A rose in a suitcase.,1,9,10,10,10,10.0,3.0
A wolf in a tank.,0,0,1,0,10,8.0,0.0
A wolf in a tank.,2,1,0,7,1,6.0,1.0
A wolf in a tank.,0,2,0,0,0,1.0,2.0
A wolf in a tank.,0,0,0,0,0,10.0,3.0
A hair drier in a house.,6,1,10,2,1,6.0,0.0
A hair drier in a house.,7,0,7,7,2,2.0,1.0
A hair drier in a house.,1,0,10,0,0,2.0,2.0
A hair drier in a house.,8,10,0,0,3,6.0,3.0
A tie in a car.,0,0,0,0,0,7.0,0.0
A tie in a car.,7,0,10,10,10,10.0,1.0
A tie in a car.,0,7,10,0,10,0.0,2.0
A tie in a car.,1,0,0,10,7,10.0,3.0
A wolf in a tractor.,0,0,0,2,10,7.0,0.0
A wolf in a tractor.,1,0,0,10,1,8.0,1.0
A wolf in a tractor.,0,1,10,10,4,4.0,2.0
A wolf in a tractor.,0,0,0,10,0,10.0,3.0
A carrot in an oven.,0,0,0,7,10,10.0,0.0
A carrot in an oven.,0,7,2,10,2,10.0,1.0
A carrot in an oven.,0,0,0,0,10,10.0,2.0
A carrot in an oven.,2,1,1,0,0,1.0,3.0
An umbrella in a car.,1,8,0,10,0,10.0,0.0
An umbrella in a car.,8,0,10,10,10,10.0,1.0
An umbrella in a car.,2,0,0,10,10,7.0,2.0
An umbrella in a car.,0,1,0,10,0,10.0,3.0
A snake in a bowl.,0,2,10,10,10,10.0,0.0
A snake in a bowl.,8,10,10,10,10,10.0,1.0
A snake in a bowl.,8,2,10,10,10,10.0,2.0
A snake in a bowl.,0,0,10,10,10,10.0,3.0
A porcupine in a bag.,1,0,10,10,7,9.0,0.0
A porcupine in a bag.,0,0,1,7,10,10.0,1.0
A porcupine in a bag.,2,8,10,8,7,10.0,2.0
A porcupine in a bag.,0,0,0,10,10,1.0,3.0
