prompt,0,4,8,12,16,20,24,seed
The beer glasses are full and ready to enjoy.,0,0,7,10,9,4,7,2
The beer glasses are full and ready to enjoy.,0,3,0,0,10,8,10,3
The street sign is clearly visible for all of us to see.,0,4,10,5,8,6,4,0
The street sign is clearly visible for all of us to see.,0,5,6,5,5,5,8,1
The street sign is clearly visible for all of us to see.,0,0,5,10,5,8,10,2
The street sign is clearly visible for all of us to see.,10,0,7,10,4,6,8,3
A mens bathroom that has been neatly decorated.,0,1,9,8,8,10,7,0
A mens bathroom that has been neatly decorated.,0,6,8,7,7,7,8,1
A mens bathroom that has been neatly decorated.,0,1,10,8,8,7,8,2
A mens bathroom that has been neatly decorated.,0,6,8,10,8,7,10,3
A baseball hitter swings and prepares to run.,0,0,5,10,7,7,7,0
A baseball hitter swings and prepares to run.,0,0,6,8,6,6,7,1
A baseball hitter swings and prepares to run.,6,0,5,7,6,4,7,2
A baseball hitter swings and prepares to run.,4,5,6,7,6,8,8,3
This traffic light is not one that is familiar.,0,10,5,2,7,5,2,0
This traffic light is not one that is familiar.,2,10,7,2,8,4,6,1
This traffic light is not one that is familiar.,1,10,1,10,5,4,5,2
This traffic light is not one that is familiar.,0,4,5,5,0,0,5,3
A family portrait is shown in black and white.,0,5,10,10,10,10,10,0
A family portrait is shown in black and white.,0,5,10,9,7,9,10,1
A family portrait is shown in black and white.,7,4,8,10,10,10,10,2
A family portrait is shown in black and white.,1,4,6,5,6,10,10,3
A white fully stocked double door refrigerator.,0,7,0,10,5,5,7,0
A white fully stocked double door refrigerator.,0,0,10,7,6,4,8,1
A white fully stocked double door refrigerator.,0,10,6,7,7,7,5,2
A white fully stocked double door refrigerator.,0,7,8,8,7,5,10,3
The street signs are clearly visible for everyone to see.,3,2,5,Error,10,7,5,0
The street signs are clearly visible for everyone to see.,1,0,6,8,4,6,7,1
The street signs are clearly visible for everyone to see.,3,0,8,5,10,7,6,2
The street signs are clearly visible for everyone to see.,1,0,2,4,10,7,10,3
two computer monitors with the same image on it,0,1,10,4,2,9,10,0
two computer monitors with the same image on it,0,5,5,5,10,7,10,1
two computer monitors with the same image on it,0,4,7,5,10,10,10,2
two computer monitors with the same image on it,0,0,10,6,10,9,2,3
Two steam trains next to each other,0,1,5,9,7,9,10,0
Two steam trains next to each other,0,0,2,5,8,6,10,1
Two steam trains next to each other,0,0,8,10,10,9,7,2
Two steam trains next to each other,0,1,8,0,8,6,4,3
The traffic light is clearly visible for us to see.,2,7,10,8,4,10,10,0
The traffic light is clearly visible for us to see.,0,8,10,3,7,10,10,1
The traffic light is clearly visible for us to see.,1,5,10,5,10,10,8,2
The traffic light is clearly visible for us to see.,5,0,10,10,10,4,10,3
there are many snow boarders that can be seen jumping,1,1,1,2,1,5,1,0
there are many snow boarders that can be seen jumping,0,0,5,1,4,2,5,1
there are many snow boarders that can be seen jumping,1,0,1,2,1,1,1,2
there are many snow boarders that can be seen jumping,0,2,1,1,3,5,1,3
Two baby elephants standing next to each other.,10,6,10,10,10,8,10,0
Two baby elephants standing next to each other.,10,7,10,8,8,10,10,1
Two baby elephants standing next to each other.,0,1,10,10,10,10,10,2
Two baby elephants standing next to each other.,8,10,10,10,10,10,10,3
The traffic light is clearly visible for us to see.,0,8,10,10,5,10,10,0
The traffic light is clearly visible for us to see.,1,10,10,2,4,10,10,1
The traffic light is clearly visible for us to see.,1,0,10,10,8,10,10,2
The traffic light is clearly visible for us to see.,0,1,8,10,10,1,10,3
someone standing and riding on a skate board .,1,0,10,7,10,10,10,0
someone standing and riding on a skate board .,1,3,3,7,5,10,10,1
someone standing and riding on a skate board .,0,0,7,2,7,10,10,2
someone standing and riding on a skate board .,0,1,1,10,9,10,10,3
The traffic lights are clearly displayed for us to see.,2,0,10,10,10,10,10,0
The traffic lights are clearly displayed for us to see.,0,2,10,10,3,10,10,1
The traffic lights are clearly displayed for us to see.,1,5,10,0,10,10,10,2
The traffic lights are clearly displayed for us to see.,0,0,9,10,7,10,10,3
a boating dock that has been destroyed by something,0,0,4,5,2,9,3,0
a boating dock that has been destroyed by something,0,1,2,5,3,5,10,1
a boating dock that has been destroyed by something,1,1,6,2,0,6,7,2
a boating dock that has been destroyed by something,2,0,5,5,5,10,5,3
a red white and blue one passenger airplane,4,2,7,4,7,7,7,0
a red white and blue one passenger airplane,0,7,10,8,9,7,8,1
a red white and blue one passenger airplane,0,0,7,3,7,7,10,2
a red white and blue one passenger airplane,0,0,4,9,7,8,7,3
A computer desk that is very cluttered and disorganized.,0,2,3,6,5,7,10,0
A computer desk that is very cluttered and disorganized.,0,5,3,7,4,7,6,1
A computer desk that is very cluttered and disorganized.,0,5,3,3,2,6,9,2
A computer desk that is very cluttered and disorganized.,0,0,4,5,5,8,10,3
There is a clean bathroom counter and sink.,0,6,7,9,8,7,8,0
There is a clean bathroom counter and sink.,0,3,8,8,7,8,6,1
There is a clean bathroom counter and sink.,0,6,5,8,9,9,7,2
There is a clean bathroom counter and sink.,0,1,7,7,7,5,9,3
many motorcycle front wheels near one another.,0,1,10,2,10,7,10,0
many motorcycle front wheels near one another.,0,8,6,6,6,8,10,1
many motorcycle front wheels near one another.,0,5,3,2,10,8,8,2
many motorcycle front wheels near one another.,0,1,3,0,9,10,7,3
there is a large brick oven that is empty,0,2,10,10,7,10,10,0
there is a large brick oven that is empty,0,1,9,5,0,10,10,1
there is a large brick oven that is empty,0,3,10,7,1,9,8,2
there is a large brick oven that is empty,0,0,4,10,6,10,7,3
