prompt,0,4,8,12,16,20,24,seed
An apple with a funny face carved into it.,3,5,7,10,9,9,10,2
An apple with a funny face carved into it.,0,9,10,10,9,9,10,3
A elephant that is standing in the dirt.,0,0,8,0,9,9,10,0
A elephant that is standing in the dirt.,0,4,0,0,8,7,10,1
A elephant that is standing in the dirt.,6,4,8,9,10,10,10,2
A elephant that is standing in the dirt.,6,4,7,0,9,10,10,3
A kitchen that has an island are in it.,0,0,10,10,10,10,9,0
A kitchen that has an island are in it.,0,5,7,10,10,10,8,1
A kitchen that has an island are in it.,0,7,10,7,10,9,9,2
A kitchen that has an island are in it.,0,8,8,10,10,9,10,3
a girl and a dog looking angry in a photo,0,4,0,5,5,2,5,0
a girl and a dog looking angry in a photo,0,3,2,7,2,7,5,1
a girl and a dog looking angry in a photo,0,4,4,2,2,2,6,2
a girl and a dog looking angry in a photo,3,5,5,3,9,3,4,3
A train traveling along a lush green countryside.,0,0,7,9,0,10,10,0
A train traveling along a lush green countryside.,0,6,7,6,9,7,10,1
A train traveling along a lush green countryside.,0,7,0,5,6,6,7,2
A train traveling along a lush green countryside.,0,3,7,9,7,8,10,3
There are many birds on and around the bench.,0,4,0,1,5,5,10,0
There are many birds on and around the bench.,6,4,"I'm sorry, I cannot provide assistance with that request.",2,1,0,5,1
There are many birds on and around the bench.,0,0,3,0,1,5,10,2
There are many birds on and around the bench.,0,5,7,4,2,2,7,3
A single yellow rose standing in a vase,0,0,3,10,4,10,9,0
A single yellow rose standing in a vase,0,6,3,10,0,5,10,1
A single yellow rose standing in a vase,0,10,0,5,"10,0",9,10,2
A single yellow rose standing in a vase,0,3,4,0,0,10,10,3
a blender full of liquid is spilling everywhere,0,0,4,0,3,0,5,0
a blender full of liquid is spilling everywhere,1,0,0,0,3,9,5,1
a blender full of liquid is spilling everywhere,0,0,2,0,1,5,5,2
a blender full of liquid is spilling everywhere,0,0,0,2,1,9,9,3
A plate full of broccoli sitting together.,0,3,0,6,10,10,0,0
A plate full of broccoli sitting together.,0,2,10,10,10,10,10,1
A plate full of broccoli sitting together.,0,1,5,8,6,10,10,2
A plate full of broccoli sitting together.,0,1,10,7,10,10,10,3
A man that is sitting down in a chair.,0,4,9,10,10,10,10,0
A man that is sitting down in a chair.,0,7,7,7,10,10,10,1
A man that is sitting down in a chair.,0,7,10,10,8,10,10,2
A man that is sitting down in a chair.,5,5,10,10,10,10,10,3
A black child who is enjoying a sandwich.,0,3,1,0,5,8,9,0
A black child who is enjoying a sandwich.,0,0,0,1,4,5,10,1
A black child who is enjoying a sandwich.,0,1,7,8,7,10,10,2
A black child who is enjoying a sandwich.,0,5,2,5,5,10,10,3
A zebra standing in a lush green forest.,0,4,7,7,9,6,8,0
A zebra standing in a lush green forest.,4,3,8,5,9,9,9,1
A zebra standing in a lush green forest.,0,3,8,8,10,10,10,2
A zebra standing in a lush green forest.,0,5,6,7,10,9,5,3
"An elderly woman standing by a white sedan,",0,2,8,0,8,10,10,0
"An elderly woman standing by a white sedan,",0,0,8,8,10,10,10,1
"An elderly woman standing by a white sedan,",0,"I'm sorry, but I cannot assist with the request.",10,0,10,9,10,2
"An elderly woman standing by a white sedan,",0,0,9,0,9,10,10,3
People talking with one another and having drinks.,0,2,8,10,9,8,8,0
People talking with one another and having drinks.,0,4,5,6,10,10,8,1
People talking with one another and having drinks.,0,0,9,8,10,7,10,2
People talking with one another and having drinks.,0,1,6,10,6,10,9,3
A man who is jumping up while in the snow.,5,1,8,10,10,10,10,0
A man who is jumping up while in the snow.,2,4,10,10,9,10,10,1
A man who is jumping up while in the snow.,2,5,10,10,10,10,10,2
A man who is jumping up while in the snow.,5,6,10,10,10,10,10,3
A man that is sitting down next to a skateboard.,0,4,10,10,6,0,10,0
A man that is sitting down next to a skateboard.,0,1,10,10,10,0,10,1
A man that is sitting down next to a skateboard.,0,1,10,0,7,10,10,2
A man that is sitting down next to a skateboard.,0,3,5,10,10,10,10,3
Two vases with one leaning on the other one,0,6,0,7,2,5,4,0
Two vases with one leaning on the other one,0,6,6,7,6,1,2,1
Two vases with one leaning on the other one,0,1,5,6,5,8,2,2
Two vases with one leaning on the other one,1,2,5,10,10,5,10,3
A very big dim lit room with some desks.,0,6,3,5,6,8,7,0
A very big dim lit room with some desks.,0,6,5,2,4,6,7,1
A very big dim lit room with some desks.,0,0,4,6,7,7,6,2
A very big dim lit room with some desks.,1,2,4,6,4,5,6,3
A cat sitting on a computer looking like it is typing.,0,0,8,7,1,8,9,0
A cat sitting on a computer looking like it is typing.,5,4,6,8,8,8,8,1
A cat sitting on a computer looking like it is typing.,2,1,5,9,6,7,8,2
A cat sitting on a computer looking like it is typing.,2,4,5,4,4,9,8,3
a girafee looking around by some people,0,0,10,4,5,2,0,0
a girafee looking around by some people,0,1,7,7,5,7,1,1
a girafee looking around by some people,0,0,0,0,2,0,7,2
a girafee looking around by some people,0,5,10,10,1,7,9,3
A very small looking bathroom with a blue toilet.,1,8,5,7,5,7,5,0
A very small looking bathroom with a blue toilet.,0,3,3,7,2,7,6,1
A very small looking bathroom with a blue toilet.,1,4,4,6,2,6,6,2
A very small looking bathroom with a blue toilet.,0,4,6,6,5,6,5,3
Two African elephants walking through tall yellow grass.,0,4,3,6,4,9,8,0
Two African elephants walking through tall yellow grass.,0,2,6,9,7,9,9,1
Two African elephants walking through tall yellow grass.,0,0,5,7,4,10,8,2
Two African elephants walking through tall yellow grass.,4,0,7,8,2,9,7,3
Two surfboards that are sitting in the sand.,5,4,8,7,8,10,9,0
Two surfboards that are sitting in the sand.,3,1,5,0,10,9,10,1
Two surfboards that are sitting in the sand.,5,0,10,10,9,7,9,2
Two surfboards that are sitting in the sand.,0,2,1,7,10,3,9,3
there is a plane and also a bus that is next to it,1,0,0,0,0,0,1,0
there is a plane and also a bus that is next to it,0,0,9,0,0,0,1,1
there is a plane and also a bus that is next to it,0,0,10,1,0,0,0,2
there is a plane and also a bus that is next to it,0,0,1,0,1,1,0,3
Women and men appear in an animated image.,4,4,10,9,5,7,10,0
Women and men appear in an animated image.,0,5,9,6,5,7,10,1
Women and men appear in an animated image.,4,0,10,10,10,10,10,2
Women and men appear in an animated image.,10,4,10,6,10,10,5,3
