prompt,0,4,8,12,16,20,24,seed
An orange dinosaur and a yellow pear.,0,0,0,10,0,10,10,1
An orange dinosaur and a yellow pear.,0,0,0,0,0,10,7,2
An orange dinosaur and a yellow pear.,2,0,0,0,0,10,10,3
A white house and a brown mountain.,0,0,10,3,10,7,10,0
A white house and a brown mountain.,0,2,7,10,10,7,10,1
A white house and a brown mountain.,1,0,10,7,10,8,10,2
A white house and a brown mountain.,0,0,7,7,3,10,7,3
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,5,0
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,10,1
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,10,2
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,10,3
A pink orchid and a blue beaver.,0,0,0,0,0,0,0,0
A pink orchid and a blue beaver.,0,0,0,0,0,0,2,1
A pink orchid and a blue beaver.,0,1,0,0,0,0,2,2
A pink orchid and a blue beaver.,0,0,0,0,0,0,0,3
An orange plate and a green sunflower.,10,0,10,0,0,10,10,0
An orange plate and a green sunflower.,10,2,7,0,0,10,10,1
An orange plate and a green sunflower.,10,8,10,10,10,5,10,2
An orange plate and a green sunflower.,0,5,10,5,7,10,10,3
A blue toothbrush and a brown worm.,0,0,"10, 5, 0, 0, ",0,0,0,10,0
A blue toothbrush and a brown worm.,0,0,1,10,0,10,2,1
A blue toothbrush and a brown worm.,0,0,0,1,10,0,10,2
A blue toothbrush and a brown worm.,0,0,0,10,0,10,10,3
A pink frisbee and a green poppy.,0,0,0,10,0,0,1,0
A pink frisbee and a green poppy.,0,0,0,0,4,1,10,1
A pink frisbee and a green poppy.,0,0,2,10,0,0,3,2
A pink frisbee and a green poppy.,0,0,10,0,0,0,10,3
A yellow bridge and a red shark.,0,0,0,0,0,0,2,0
A yellow bridge and a red shark.,0,1,0,0,0,10,10,1
A yellow bridge and a red shark.,10,0,0,0,0,10,10,2
A yellow bridge and a red shark.,7,0,10,0,10,10,10,3
A white sea and a green forest.,0,5,0,5,0,0,7,0
A white sea and a green forest.,1,2,0,3,0,0,8,1
A white sea and a green forest.,0,2,0,2,0,10,7,2
A white sea and a green forest.,3,1,1,0,0,10,10,3
A pink pickup truck and a red poppy.,0,0,1,0,0,0,10,0
A pink pickup truck and a red poppy.,0,0,0,0,0,0,8,1
A pink pickup truck and a red poppy.,0,0,0,0,0,0,10,2
A pink pickup truck and a red poppy.,0,0,0,0,0,0,10,3
A green skunk and a red camel.,0,0,Error,0,0,0,0,0
A green skunk and a red camel.,0,0,0,0,0,0,7,1
A green skunk and a red camel.,0,0,0,Error,0,0,0,2
A green skunk and a red camel.,0,0,0,0,0,7,10,3
A blue raccoon and a black cup.,0,10,10,10,10,10,10,0
A blue raccoon and a black cup.,0,0,10,10,10,10,10,1
A blue raccoon and a black cup.,0,10,10,10,10,10,10,2
A blue raccoon and a black cup.,0,0,10,10,10,10,10,3
A brown keyboard and an orange airplane.,0,0,0,0,0,0,0,0
A brown keyboard and an orange airplane.,0,0,0,0,0,0,0,1
A brown keyboard and an orange airplane.,0,0,0,0,0,0,4,2
A brown keyboard and an orange airplane.,0,0,0,1,8,0,2,3
A blue banana and an orange carrot.,0,0,8,0,0,10,10,0
A blue banana and an orange carrot.,10,0,7,0,7,10,7,1
A blue banana and an orange carrot.,0,0,10,10,5,10,10,2
A blue banana and an orange carrot.,0,0,0,0,10,10,10,3
A purple television and a white baseball glove.,0,0,10,0,0,10,10,0
A purple television and a white baseball glove.,0,0,1,0,10,0,10,1
A purple television and a white baseball glove.,0,0,0,0,10,0,10,2
A purple television and a white baseball glove.,0,0,0,0,0,10,10,3
A green backpack and an orange table.,0,1,0,0,1,10,10,0
A green backpack and an orange table.,0,0,0,2,0,10,10,1
A green backpack and an orange table.,0,0,0,0,0,10,7,2
A green backpack and an orange table.,0,0,0,0,0,0,10,3
A black toilet and a brown knife.,0,0,10,0,10,10,10,0
A black toilet and a brown knife.,0,0,10,10,10,10,0,1
A black toilet and a brown knife.,0,0,0,0,10,10,10,2
A black toilet and a brown knife.,0,0,10,0,10,10,1,3
A black zebra and a pink airplane.,0,0,10,0,10,2,10,0
A black zebra and a pink airplane.,0,0,10,0,0,10,10,1
A black zebra and a pink airplane.,0,0,0,0,10,10,0,2
A black zebra and a pink airplane.,0,0,10,0,0,0,7,3
A blue bottle and an orange horse.,0,0,0,0,0,10,10,0
A blue bottle and an orange horse.,0,0,1,0,10,10,10,1
A blue bottle and an orange horse.,0,0,0,2,0,10,10,2
A blue bottle and an orange horse.,0,0,0,0,0,10,10,3
A green baseball bat and a yellow sunflower.,10,10,10,9,10,10,10,0
A green baseball bat and a yellow sunflower.,9,0,10,10,10,10,10,1
A green baseball bat and a yellow sunflower.,10,10,10,10,10,10,10,2
A green baseball bat and a yellow sunflower.,10,2,0,10,9,9,10,3
A red porcupine and a yellow whale.,0,0,10,8,7,10,8,0
A red porcupine and a yellow whale.,10,0,5,10,7,10,7,1
A red porcupine and a yellow whale.,0,10,0,1,10,10,10,2
A red porcupine and a yellow whale.,0,0,0,10,8,10,10,3
A purple parking meter and a white man.,0,0,2,0,0,0,5,0
A purple parking meter and a white man.,0,0,0,0,0,6,10,1
A purple parking meter and a white man.,0,0,0,0,0,10,0,2
A purple parking meter and a white man.,0,0,0,0,10,0,10,3
A red fish and a brown tulip.,0,0,10,10,0,10,10,0
A red fish and a brown tulip.,0,0,0,0,0,0,10,1
A red fish and a brown tulip.,0,0,0,0,0,0,10,2
A red fish and a brown tulip.,0,0,2,0,10,0,10,3
A purple umbrella and a yellow toaster.,0,0,0,0,0,10,10,0
A purple umbrella and a yellow toaster.,0,0,0,0,0,10,10,1
A purple umbrella and a yellow toaster.,0,0,0,0,1,10,10,2
A purple umbrella and a yellow toaster.,0,0,0,0,0,10,7,3
An orange elephant and a green baseball bat.,0,0,0,0,0,10,0,0
An orange elephant and a green baseball bat.,0,0,10,0,0,7,10,1
An orange elephant and a green baseball bat.,0,0,0,0,0,10,10,2
An orange elephant and a green baseball bat.,Error,0,0,0,0,5,10,3
A green banana and a brown kangaroo.,0,2,0,0,10,0,10,0
A green banana and a brown kangaroo.,0,0,0,2,6,8,10,1
A green banana and a brown kangaroo.,0,0,0,0,10,10,10,2
A green banana and a brown kangaroo.,0,1,0,0,0,7,2,3
A yellow fish and a brown whale.,0,0,1,0,10,10,10,0
A yellow fish and a brown whale.,10,0,0,0,10,6,10,1
A yellow fish and a brown whale.,0,0,0,0,1,10,10,2
A yellow fish and a brown whale.,10,0,0,4,0,10,5,3
A green caterpillar and a black lawn mower.,0,0,10,7,10,10,10,0
A green caterpillar and a black lawn mower.,0,0,0,10,0,10,10,1
A green caterpillar and a black lawn mower.,0,0,0,8,0,0,10,2
A green caterpillar and a black lawn mower.,0,0,0,0,0,10,10,3
A purple poppy and a green beetle.,0,10,0,2,4,10,10,0
A purple poppy and a green beetle.,0,2,0,5,2,10,10,1
A purple poppy and a green beetle.,0,0,1,0,10,10,10,2
A purple poppy and a green beetle.,0,0,0,0,0,5,10,3
A red forest and a purple skateboard.,0,2,10,0,10,0,10,0
A red forest and a purple skateboard.,0,0,0,10,9,10,10,1
A red forest and a purple skateboard.,0,1,0,2,0,10,10,2
A red forest and a purple skateboard.,0,0,4,0,10,0,10,3
A pink snail and an orange donut.,10,0,0,6,10,10,10,0
A pink snail and an orange donut.,0,6,10,10,10,10,10,1
A pink snail and an orange donut.,10,10,10,0,10,10,10,2
A pink snail and an orange donut.,10,10,10,10,10,10,10,3
A black shark and a purple crocodile.,0,0,0,0,0,10,7,0
A black shark and a purple crocodile.,0,1,0,0,0,10,0,1
A black shark and a purple crocodile.,0,1,0,0,0,0,10,2
A black shark and a purple crocodile.,0,2,0,0,0,0,0,3
A yellow turtle and a brown shark.,10,0,5,0,0,10,10,0
A yellow turtle and a brown shark.,0,0,0,0,0,0,10,1
A yellow turtle and a brown shark.,10,0,0,0,2,0,10,2
A yellow turtle and a brown shark.,0,0,0,0,10,10,0,3
A brown fire hydrant and a purple raccoon.,0,0,0,0,0,0,10,0
A brown fire hydrant and a purple raccoon.,0,0,0,10,0,0,10,1
A brown fire hydrant and a purple raccoon.,0,0,0,0,0,10,10,2
A brown fire hydrant and a purple raccoon.,0,0,0,10,0,10,10,3
