prompt,0,4,8,12,16,20,24,seed
A yellow wolf and a black teddy bear.,0,0,0,0,0,1,6,2
A yellow wolf and a black teddy bear.,4,0,0,6,0,0,0,3
An orange maple tree and a purple vase.,0,0,0,2,5,10,10,0
An orange maple tree and a purple vase.,4,6,4,6,4,8,10,1
An orange maple tree and a purple vase.,0,2,5,5,5,7,10,2
An orange maple tree and a purple vase.,2,0,0,5,5,1,7,3
A blue table and a pink couch.,0,5,3,0,0,0,2,0
A blue table and a pink couch.,8,2,1,0,0,0,0,1
A blue table and a pink couch.,0,2,0,0,0,0,5,2
A blue table and a pink couch.,0,2,3,2,1,3,5,3
A red oak tree and a green car.,5,0,7,5,0,0,3,0
A red oak tree and a green car.,5,0,5,1,2,3,5,1
A red oak tree and a green car.,1,4,3,7,1,4,0,2
A red oak tree and a green car.,0,5,3,0,8,1,7,3
A green cat and a blue rocket.,0,5,5,7,0,0,5,0
A green cat and a blue rocket.,0,0,8,5,0,10,10,1
A green cat and a blue rocket.,0,10,0,0,3,0,7,2
A green cat and a blue rocket.,2,5,0,0,0,10,10,3
A red forest and a white skateboard.,0,2,5,8,5,0,4,0
A red forest and a white skateboard.,Error,1,7,10,6,8,7,1
A red forest and a white skateboard.,0,2,5,7,10,10,10,2
A red forest and a white skateboard.,0,3,10,10,8,10,10,3
An orange giraffe and a blue castle.,0,0,7,6,10,5,10,0
An orange giraffe and a blue castle.,0,0,5,0,9,5,10,1
An orange giraffe and a blue castle.,0,0,0,10,0,7,10,2
An orange giraffe and a blue castle.,0,0,0,0,10,10,10,3
A purple bear and an orange plate.,0,0,0,0,0,0,10,0
A purple bear and an orange plate.,0,0,0,3,10,0,10,1
A purple bear and an orange plate.,0,0,0,3,0,0,10,2
A purple bear and an orange plate.,5,5,3,0,2,10,10,3
A blue banana and a red sink.,0,0,5,0,7,0,0,0
A blue banana and a red sink.,0,0,0,0,0,1,0,1
A blue banana and a red sink.,0,0,0,0,0,0,10,2
A blue banana and a red sink.,0,0,0,0,0,0,10,3
A yellow boat and a white bear.,5,1,1,8,10,5,10,0
A yellow boat and a white bear.,6,0,9,10,10,10,10,1
A yellow boat and a white bear.,10,0,8,9,0,10,8,2
A yellow boat and a white bear.,7,0,0,10,0,10,10,3
A red snake and a yellow fork.,0,0,0,5,10,0,10,0
A red snake and a yellow fork.,0,3,1,0,10,2,10,1
A red snake and a yellow fork.,0,1,0,5,0,0,10,2
A red snake and a yellow fork.,0,5,0,1,10,0,10,3
A blue toilet and a pink umbrella.,0,0,0,0,0,0,10,0
A blue toilet and a pink umbrella.,0,0,0,0,0,6,10,1
A blue toilet and a pink umbrella.,0,0,0,0,0,10,10,2
A blue toilet and a pink umbrella.,0,0,0,0,0,10,9,3
A black kite and a red raccoon.,0,0,5,0,0,0,0,0
A black kite and a red raccoon.,7,0,6,5,0,0,2,1
A black kite and a red raccoon.,0,0,8,0,0,0,5,2
A black kite and a red raccoon.,0,0,0,0,2,0,7,3
A green oak tree and a white giraffe.,7,0,6,6,5,4,4,0
A green oak tree and a white giraffe.,3,0,5,7,5,4,5,1
A green oak tree and a white giraffe.,3,2,7,5,4,2,5,2
A green oak tree and a white giraffe.,0,0,5,4,7,5,5,3
A green fork and a yellow boy.,0,0,2,0,0,0,10,0
A green fork and a yellow boy.,0,1,1,0,0,2,10,1
A green fork and a yellow boy.,0,0,5,0,0,0,10,2
A green fork and a yellow boy.,0,1,0,0,0,10,10,3
A green sea and a purple bottle.,7,"7, 10, 0, 1, ",4,0,7,0,10,0
A green sea and a purple bottle.,0,0,5,4,6,10,5,1
A green sea and a purple bottle.,0,0,4,5,3,10,10,2
A green sea and a purple bottle.,0,0,0,0,8,3,9,3
A blue hot dog and a white leopard.,0,0,0,0,0,0,5,0
A blue hot dog and a white leopard.,0,0,0,0,0,0,5,1
A blue hot dog and a white leopard.,0,0,0,0,0,0,0,2
A blue hot dog and a white leopard.,0,0,0,0,0,0,5,3
A green bench and a brown tie.,0,0,0,1,6,0,5,0
A green bench and a brown tie.,0,0,0,5,5,10,10,1
A green bench and a brown tie.,0,0,0,7,7,0,10,2
A green bench and a brown tie.,0,0,0,3,5,7,7,3
A pink raccoon and a blue rocket.,0,0,0,4,0,10,10,0
A pink raccoon and a blue rocket.,0,0,0,8,10,10,5,1
A pink raccoon and a blue rocket.,0,0,0,10,0,0,10,2
A pink raccoon and a blue rocket.,5,0,0,0,0,2,10,3
A yellow otter and a blue flatfish.,0,0,2,0,0,0,0,0
A yellow otter and a blue flatfish.,0,1,0,0,0,3,7,1
A yellow otter and a blue flatfish.,0,0,2,0,1,0,0,2
A yellow otter and a blue flatfish.,0,0,2,2,0,8,0,3
A black cell phone and a yellow sea.,0,0,7,10,0,10,10,0
A black cell phone and a yellow sea.,0,0,8,0,10,10,10,1
A black cell phone and a yellow sea.,0,0,0,0,0,8,10,2
A black cell phone and a yellow sea.,0,0,9,0,9,0,10,3
A blue chimpanzee and a green seal.,0,0,0,7,10,0,0,0
A blue chimpanzee and a green seal.,0,0,0,0,5,10,5,1
A blue chimpanzee and a green seal.,0,0,0,0,5,0,0,2
A blue chimpanzee and a green seal.,0,0,0,0,0,10,0,3
A purple boy and a white bed.,0,5,1,0,0,0,5,0
A purple boy and a white bed.,0,5,0,0,0,0,7,1
A purple boy and a white bed.,0,2,0,0,8,0,2,2
A purple boy and a white bed.,0,6,5,5,0,0,0,3
A yellow camel and an orange plate.,0,0,5,0,0,1,4,0
A yellow camel and an orange plate.,0,0,0,0,4,4,4,1
A yellow camel and an orange plate.,0,0,5,0,0,0,0,2
A yellow camel and an orange plate.,0,0,0,8,5,1,4,3
A brown stop sign and a pink oven.,0,0,0,0,0,5,4,0
A brown stop sign and a pink oven.,0,0,0,0,5,0,0,1
A brown stop sign and a pink oven.,0,0,0,0,0,0,0,2
A brown stop sign and a pink oven.,0,0,0,0,0,0,1,3
An orange tractor and a red orange.,0,0,10,10,10,10,10,0
An orange tractor and a red orange.,0,0,10,10,9,10,10,1
An orange tractor and a red orange.,0,0,10,10,5,10,10,2
An orange tractor and a red orange.,0,0,0,7,10,10,10,3
A brown toothbrush and a pink sunflower.,0,0,0,0,0,0,10,0
A brown toothbrush and a pink sunflower.,0,0,0,0,0,0,0,1
A brown toothbrush and a pink sunflower.,0,0,0,0,0,0,0,2
A brown toothbrush and a pink sunflower.,0,0,0,0,0,0,0,3
A white lizard and an orange kangaroo.,0,5,3,10,Error,10,1,0
A white lizard and an orange kangaroo.,0,0,7,10,10,0,1,1
A white lizard and an orange kangaroo.,0,6,10,0,10,10,10,2
A white lizard and an orange kangaroo.,0,1,1,3,10,7,10,3
A black snowboard and a white can.,0,0,5,10,0,10,8,0
A black snowboard and a white can.,0,3,10,0,10,4,1,1
A black snowboard and a white can.,0,0,10,5,5,8,8,2
A black snowboard and a white can.,0,0,5,7,7,10,10,3
A black snowboard and a pink lamp.,0,1,0,0,5,10,10,0
A black snowboard and a pink lamp.,0,1,0,0,0,0,10,1
A black snowboard and a pink lamp.,0,0,0,0,7,0,7,2
A black snowboard and a pink lamp.,0,0,0,0,0,10,7,3
A red refrigerator and a purple elephant.,0,0,0,0,0,0,10,0
A red refrigerator and a purple elephant.,0,0,0,0,0,6,10,1
A red refrigerator and a purple elephant.,0,0,0,0,0,0,8,2
A red refrigerator and a purple elephant.,0,0,0,0,0,10,10,3
A white giraffe and a pink tulip.,0,1,0,0,5,8,7,0
A white giraffe and a pink tulip.,0,0,0,5,8,10,4,1
A white giraffe and a pink tulip.,0,1,5,10,10,5,7,2
A white giraffe and a pink tulip.,0,5,0,9,6,3,5,3
A brown possum and a blue parking meter.,0,0,0,0,0,10,7,0
A brown possum and a blue parking meter.,0,0,0,0,0,0,5,1
A brown possum and a blue parking meter.,0,0,0,0,5,0,0,2
A brown possum and a blue parking meter.,0,0,0,0,0,0,3,3
A red lamp and a pink crab.,10,4,8,8,6,0,5,0
A red lamp and a pink crab.,Error,0,8,10,0,10,10,1
A red lamp and a pink crab.,0,9,10,5,0,5,10,2
A red lamp and a pink crab.,5,0,5,10,10,10,5,3
An orange dinosaur and a yellow pear.,0,1,0,0,9,0,10,0
An orange dinosaur and a yellow pear.,0,0,0,0,0,0,10,1
An orange dinosaur and a yellow pear.,0,0,7,0,0,5,3,2
An orange dinosaur and a yellow pear.,5,0,0,8,0,0,0,3
A white house and a brown mountain.,0,0,0,0,0,10,10,0
A white house and a brown mountain.,1,0,0,0,0,10,10,1
A white house and a brown mountain.,7,0,0,0,0,5,10,2
A white house and a brown mountain.,8,0,0,0,10,10,10,3
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,5,0
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,0,1
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,0,2
A white sweet pepper and a green orchid.,llf,llf,llf,llf,llf,llf,0,3
A pink orchid and a blue beaver.,0,0,0,7,6,10,10,0
A pink orchid and a blue beaver.,0,0,5,7,10,10,10,1
A pink orchid and a blue beaver.,1,1,0,4,10,4,8,2
A pink orchid and a blue beaver.,0,6,0,3,10,10,7,3
An orange plate and a green sunflower.,0,0,10,10,10,7,10,0
An orange plate and a green sunflower.,0,4,0,0,10,10,10,1
An orange plate and a green sunflower.,0,0,3,10,5,10,0,2
An orange plate and a green sunflower.,1,2,0,2,7,10,10,3
A blue toothbrush and a brown worm.,0,0,"10, 5, 0, 0, ",0,8,10,10,0
A blue toothbrush and a brown worm.,0,0,8,0,10,10,10,1
A blue toothbrush and a brown worm.,0,0,0,10,0,10,10,2
A blue toothbrush and a brown worm.,0,0,0,0,0,10,10,3
A pink frisbee and a green poppy.,0,0,0,0,1,10,10,0
A pink frisbee and a green poppy.,0,0,0,0,1,5,9,1
A pink frisbee and a green poppy.,0,0,1,0,3,10,10,2
A pink frisbee and a green poppy.,0,0,0,1,10,10,10,3
A yellow bridge and a red shark.,0,1,9,3,2,0,10,0
A yellow bridge and a red shark.,0,1,6,0,3,0,10,1
A yellow bridge and a red shark.,0,0,10,0,4,0,5,2
A yellow bridge and a red shark.,0,1,0,0,4,5,10,3
A white sea and a green forest.,0,1,1,1,1,1,1,0
A white sea and a green forest.,0,1,0,7,0,0,1,1
A white sea and a green forest.,7,1,0,1,1,0,1,2
A white sea and a green forest.,2,0,0,2,1,0,5,3
A pink pickup truck and a red poppy.,0,7,10,10,10,7,10,0
A pink pickup truck and a red poppy.,0,0,0,10,10,6,10,1
A pink pickup truck and a red poppy.,0,0,10,4,5,10,10,2
A pink pickup truck and a red poppy.,0,0,5,10,9,10,10,3
A green skunk and a red camel.,0,0,Error,0,0,5,5,0
A green skunk and a red camel.,0,0,0,0,0,3,6,1
A green skunk and a red camel.,0,0,0,Error,0,1,0,2
A green skunk and a red camel.,0,0,0,0,0,0,10,3
A blue raccoon and a black cup.,0,0,0,0,0,0,10,0
A blue raccoon and a black cup.,0,0,0,0,4,7,5,1
A blue raccoon and a black cup.,0,0,0,0,0,0,5,2
A blue raccoon and a black cup.,0,0,0,4,0,10,0,3
A brown keyboard and an orange airplane.,0,0,7,0,5,5,9,0
A brown keyboard and an orange airplane.,0,0,5,6,8,2,6,1
A brown keyboard and an orange airplane.,0,0,7,5,6,1,9,2
A brown keyboard and an orange airplane.,2,0,5,3,0,6,5,3
A blue banana and an orange carrot.,0,0,0,0,0,0,10,0
A blue banana and an orange carrot.,0,0,10,0,0,0,2,1
A blue banana and an orange carrot.,0,0,0,0,0,0,10,2
A blue banana and an orange carrot.,0,0,0,0,0,0,10,3
A purple television and a white baseball glove.,0,0,0,0,0,0,10,0
A purple television and a white baseball glove.,0,1,0,0,0,0,7,1
A purple television and a white baseball glove.,0,0,0,0,0,0,10,2
A purple television and a white baseball glove.,0,0,0,0,0,0,10,3
A green backpack and an orange table.,0,0,5,0,0,1,1,0
A green backpack and an orange table.,10,5,0,5,10,0,10,1
A green backpack and an orange table.,0,1,5,5,0,0,10,2
A green backpack and an orange table.,0,2,4,0,0,0,10,3
A black toilet and a brown knife.,0,0,0,0,0,0,8,0
A black toilet and a brown knife.,0,0,0,0,0,0,0,1
A black toilet and a brown knife.,0,0,0,0,0,0,10,2
A black toilet and a brown knife.,0,0,0,0,0,0,8,3
A black zebra and a pink airplane.,0,0,0,8,0,10,10,0
A black zebra and a pink airplane.,0,0,0,0,0,5,10,1
A black zebra and a pink airplane.,0,5,0,10,0,0,1,2
A black zebra and a pink airplane.,0,0,0,10,0,10,10,3
A blue bottle and an orange horse.,0,0,7,6,7,0,0,0
A blue bottle and an orange horse.,0,0,7,2,10,10,10,1
A blue bottle and an orange horse.,0,0,10,10,5,10,0,2
A blue bottle and an orange horse.,0,0,10,10,5,0,5,3
A green baseball bat and a yellow sunflower.,0,0,0,1,0,1,0,0
A green baseball bat and a yellow sunflower.,0,0,0,0,0,0,0,1
A green baseball bat and a yellow sunflower.,0,0,0,0,0,0,0,2
A green baseball bat and a yellow sunflower.,0,0,0,0,0,0,0,3
A red porcupine and a yellow whale.,0,0,0,0,0,0,8,0
A red porcupine and a yellow whale.,0,0,0,0,0,0,5,1
A red porcupine and a yellow whale.,0,0,0,0,0,7,10,2
A red porcupine and a yellow whale.,0,0,0,0,0,0,0,3
A purple parking meter and a white man.,0,0,0,10,0,10,10,0
A purple parking meter and a white man.,0,0,0,0,10,1,10,1
A purple parking meter and a white man.,0,0,5,0,10,10,10,2
A purple parking meter and a white man.,0,0,6,10,10,10,10,3
A red fish and a brown tulip.,0,0,1,0,0,0,10,0
A red fish and a brown tulip.,0,1,0,10,10,3,0,1
A red fish and a brown tulip.,0,0,7,0,10,10,8,2
A red fish and a brown tulip.,0,0,0,0,0,10,10,3
A purple umbrella and a yellow toaster.,0,0,3,8,6,10,10,0
A purple umbrella and a yellow toaster.,10,3,10,0,0,10,0,1
A purple umbrella and a yellow toaster.,0,0,5,5,8,10,10,2
A purple umbrella and a yellow toaster.,10,0,0,5,4,10,10,3
An orange elephant and a green baseball bat.,0,0,10,0,10,5,10,0
An orange elephant and a green baseball bat.,0,0,5,0,10,10,10,1
An orange elephant and a green baseball bat.,0,0,2,10,10,10,0,2
An orange elephant and a green baseball bat.,Error,0,0,0,0,0,0,3
A green banana and a brown kangaroo.,0,2,1,0,0,0,2,0
A green banana and a brown kangaroo.,0,0,0,0,0,5,5,1
A green banana and a brown kangaroo.,0,0,0,0,0,4,4,2
A green banana and a brown kangaroo.,0,4,0,3,10,5,6,3
A yellow fish and a brown whale.,0,0,9,5,0,0,10,0
A yellow fish and a brown whale.,0,5,0,0,0,6,10,1
A yellow fish and a brown whale.,0,0,6,0,2,10,10,2
A yellow fish and a brown whale.,0,0,0,0,10,0,5,3
A green caterpillar and a black lawn mower.,0,0,0,0,0,0,10,0
A green caterpillar and a black lawn mower.,0,0,6,0,1,10,10,1
A green caterpillar and a black lawn mower.,0,1,0,0,0,9,10,2
A green caterpillar and a black lawn mower.,0,0,0,4,1,10,0,3
A purple poppy and a green beetle.,0,0,5,4,3,5,10,0
A purple poppy and a green beetle.,0,4,0,5,7,6,10,1
A purple poppy and a green beetle.,0,0,1,4,0,5,10,2
A purple poppy and a green beetle.,0,0,0,0,0,6,10,3
A red forest and a purple skateboard.,0,4,4,5,7,7,6,0
A red forest and a purple skateboard.,0,0,5,10,5,8,5,1
A red forest and a purple skateboard.,0,2,8,7,7,10,5,2
A red forest and a purple skateboard.,0,0,5,10,10,5,10,3
A pink snail and an orange donut.,0,0,0,0,0,0,10,0
A pink snail and an orange donut.,0,0,5,0,0,0,0,1
A pink snail and an orange donut.,0,0,0,0,0,0,10,2
A pink snail and an orange donut.,0,0,0,0,0,3,0,3
A black shark and a purple crocodile.,9,4,1,4,5,0,10,0
A black shark and a purple crocodile.,10,4,5,5,2,0,0,1
A black shark and a purple crocodile.,0,6,3,7,5,5,10,2
A black shark and a purple crocodile.,4,7,0,1,4,10,5,3
A yellow turtle and a brown shark.,0,0,0,8,4,10,10,0
A yellow turtle and a brown shark.,0,0,10,5,7,10,8,1
A yellow turtle and a brown shark.,0,0,5,8,6,4,10,2
A yellow turtle and a brown shark.,0,10,5,10,0,10,7,3
A brown fire hydrant and a purple raccoon.,0,0,0,0,0,0,8,0
A brown fire hydrant and a purple raccoon.,0,0,0,0,0,10,1,1
A brown fire hydrant and a purple raccoon.,0,0,0,0,7,10,0,2
A brown fire hydrant and a purple raccoon.,0,0,0,0,10,0,0,3
