prompt,0,4,8,12,16,20,24,seed
A mushroom on a cloud.,8,0,1,10,7,7,10,3
A teddy bear on a road.,0,7,10,10,7,10,10,0
A teddy bear on a road.,0,5,9,10,10,10,10,1
A teddy bear on a road.,0,7,0,10,10,10,10,2
A teddy bear on a road.,0,4,10,10,10,10,10,3
A bee on a surfboard.,2,2,10,10,8,8,10,0
A bee on a surfboard.,1,1,0,0,8,8,10,1
A bee on a surfboard.,3,0,8,10,7,10,7,2
A bee on a surfboard.,0,0,10,10,10,10,10,3
An apple on a leopard.,0,0,3,1,0,0,10,0
An apple on a leopard.,0,7,9,10,0,10,10,1
An apple on a leopard.,10,8,2,0,0,0,10,2
An apple on a leopard.,0,1,0,0,0,0,10,3
A cup on a table.,0,0,0,0,4,10,10,0
A cup on a table.,0,4,10,4,8,7,1,1
A cup on a table.,0,0,0,1,10,1,10,2
A cup on a table.,0,0,10,0,7,10,10,3
A laptop on a bridge.,8,0,10,0,10,7,7,0
A laptop on a bridge.,0,0,8,5,1,10,10,1
A laptop on a bridge.,10,0,0,7,0,2,10,2
A laptop on a bridge.,0,0,1,8,5,7,10,3
A fox on a boat.,10,0,7,6,10,10,10,0
A fox on a boat.,5,2,7,6,7,10,10,1
A fox on a boat.,10,0,10,7,8,10,10,2
A fox on a boat.,10,0,7,10,8,10,10,3
A banana on a leopard.,10,2,0,1,0,10,10,0
A banana on a leopard.,10,1,0,0,0,10,10,1
A banana on a leopard.,10,1,0,0,0,10,10,2
A banana on a leopard.,0,0,0,1,10,8,9,3
A baseball glove on a cloud.,1,2,10,Error,7,1,10,0
A baseball glove on a cloud.,7,1,1,2,10,8,10,1
A baseball glove on a cloud.,2,7,7,0,10,1,9,2
A baseball glove on a cloud.,1,0,0,10,7,10,10,3
A rose on a whale.,7,Error,10,1,1,0,7,0
A rose on a whale.,10,0,0,10,10,10,10,1
A rose on a whale.,7,2,0,10,10,7,10,2
A rose on a whale.,10,10,0,10,8,9,8,3
A caterpillar on a bridge.,llf,llf,llf,llf,llf,llf,0,0
A caterpillar on a bridge.,llf,llf,llf,llf,llf,llf,1,1
A caterpillar on a bridge.,llf,llf,llf,llf,llf,llf,1,2
A caterpillar on a bridge.,llf,llf,llf,llf,llf,llf,1,3
A kangaroo on a cloud.,4,1,10,0,10,10,8,0
A kangaroo on a cloud.,0,5,8,7,10,3,10,1
A kangaroo on a cloud.,8,0,7,10,8,10,10,2
A kangaroo on a cloud.,8,0,10,8,10,7,10,3
A lion on a leopard.,0,0,5,2,0,5,9,0
A lion on a leopard.,10,1,10,0,2,5,10,1
A lion on a leopard.,3,2,6,10,0,0,2,2
A lion on a leopard.,10,5,6,4,0,0,8,3
A zebra on a camel.,0,1,0,0,0,0,10,0
A zebra on a camel.,0,0,0,0,0,1,10,1
A zebra on a camel.,0,0,0,0,0,0,5,2
A zebra on a camel.,0,0,0,0,2,0,0,3
A sandwich on a whale.,0,8,10,10,0,0,0,0
A sandwich on a whale.,10,1,10,10,1,2,8,1
A sandwich on a whale.,0,1,1,10,8,0,0,2
A sandwich on a whale.,10,0,10,10,4,0,6,3
A spider on a couch.,0,0,10,0,6,2,7,0
A spider on a couch.,1,0,10,10,8,2,2,1
A spider on a couch.,0,0,10,0,0,0,0,2
A spider on a couch.,0,0,10,0,2,1,0,3
A baseball bat on a plate.,0,2,8,0,0,10,10,0
A baseball bat on a plate.,0,0,0,0,1,10,10,1
A baseball bat on a plate.,0,1,10,10,10,10,10,2
A baseball bat on a plate.,0,9,0,10,10,10,10,3
A pear on a bench.,2,0,10,10,10,10,10,0
A pear on a bench.,0,0,6,10,9,10,10,1
A pear on a bench.,10,0,10,10,10,10,10,2
A pear on a bench.,10,0,10,8,10,10,10,3
A pear on a dolphin.,10,0,10,10,10,10,1,0
A pear on a dolphin.,10,10,10,10,10,10,8,1
A pear on a dolphin.,7,8,10,10,9,10,10,2
A pear on a dolphin.,10,10,10,10,10,10,10,3
A dog on a surfboard.,0,6,10,7,10,10,10,0
A dog on a surfboard.,0,2,10,10,10,10,10,1
A dog on a surfboard.,0,0,10,8,10,8,10,2
A dog on a surfboard.,0,8,10,7,4,10,10,3
A bee on a suitcase.,10,1,10,0,0,0,10,0
A bee on a suitcase.,0,3,8,0,7,0,10,1
A bee on a suitcase.,0,2,1,0,0,8,1,2
A bee on a suitcase.,0,6,10,0,1,2,10,3
A sunflower on a leopard.,0,1,0,0,0,2,10,0
A sunflower on a leopard.,0,4,0,0,0,0,7,1
A sunflower on a leopard.,0,2,0,0,0,2,10,2
A sunflower on a leopard.,0,2,0,1,1,0,7,3
A tulip on a whale.,0,0,0,1,10,0,1,0
A tulip on a whale.,7,0,0,10,2,10,4,1
A tulip on a whale.,0,0,0,10,10,1,7,2
A tulip on a whale.,10,7,0,8,0,0,10,3
A bowl on a whale.,10,8,1,10,1,10,7,0
A bowl on a whale.,10,4,2,10,10,10,7,1
A bowl on a whale.,8,0,10,0,10,10,10,2
A bowl on a whale.,1,10,0,0,2,0,10,3
An elephant on a couch.,0,2,0,1,10,10,10,0
An elephant on a couch.,0,6,2,2,10,10,10,1
An elephant on a couch.,0,1,10,0,0,1,10,2
An elephant on a couch.,0,0,0,2,10,10,10,3
A fork on a leopard.,8,5,10,10,10,10,10,0
A fork on a leopard.,0,10,10,10,10,10,10,1
A fork on a leopard.,10,6,10,10,10,0,10,2
A fork on a leopard.,7,8,10,10,10,10,10,3
A squirrel on a refrigerator.,1,2,7,0,7,2,10,0
A squirrel on a refrigerator.,0,2,7,7,2,1,10,1
A squirrel on a refrigerator.,0,0,1,10,0,10,10,2
A squirrel on a refrigerator.,0,5,0,10,0,6,10,3
A knife on a dinosaur.,0,0,0,1,0,0,10,0
A knife on a dinosaur.,10,0,0,2,0,10,7,1
A knife on a dinosaur.,0,4,1,1,10,0,10,2
A knife on a dinosaur.,0,2,0,1,0,0,10,3
A bottle on a couch.,0,2,7,10,8,10,0,0
A bottle on a couch.,0,0,7,10,10,0,10,1
A bottle on a couch.,1,0,10,0,10,10,10,2
A bottle on a couch.,0,6,8,2,10,10,7,3
A fork on a suitcase.,0,7,10,10,0,1,10,0
A fork on a suitcase.,0,7,10,10,10,10,7,1
A fork on a suitcase.,0,0,10,10,7,0,6,2
A fork on a suitcase.,0,8,10,10,10,10,10,3
A baseball glove on a leopard.,llf,llf,llf,llf,llf,llf,10,0
A baseball glove on a leopard.,llf,llf,llf,llf,llf,llf,10,1
A baseball glove on a leopard.,llf,llf,llf,llf,llf,llf,10,2
A baseball glove on a leopard.,llf,llf,llf,llf,llf,llf,10,3
A knife on a television.,0,2,10,0,5,0,10,0
A knife on a television.,0,6,10,0,0,0,10,1
A knife on a television.,0,0,8,0,7,0,9,2
A knife on a television.,0,7,0,1,1,10,10,3
A lamp on a snowboard.,0,1,1,5,10,0,10,0
A lamp on a snowboard.,0,0,1,0,7,10,0,1
A lamp on a snowboard.,1,1,0,10,8,8,10,2
A lamp on a snowboard.,1,1,0,0,0,10,10,3
A raccoon on a leopard.,llf,llf,llf,llf,llf,llf,5,0
A raccoon on a leopard.,llf,llf,llf,llf,llf,llf,0,1
A raccoon on a leopard.,llf,llf,llf,llf,llf,llf,0,2
A raccoon on a leopard.,llf,llf,llf,llf,llf,llf,1,3
A wolf on a snowboard.,0,2,0,10,10,0,10,0
A wolf on a snowboard.,0,1,8,7,10,6,8,1
A wolf on a snowboard.,0,0,7,9,10,0,10,2
A wolf on a snowboard.,0,1,3,10,7,10,8,3
A sheep on a bench.,10,1,8,7,10,10,10,0
A sheep on a bench.,0,3,2,3,10,10,10,1
A sheep on a bench.,10,2,8,10,10,10,10,2
A sheep on a bench.,0,10,8,10,10,6,10,3
A book on a car.,0,1,10,1,8,2,10,0
A book on a car.,0,8,10,10,9,7,2,1
A book on a car.,0,6,8,5,10,10,1,2
A book on a car.,0,4,10,10,10,7,10,3
An orchid on a table.,0,0,0,0,2,3,7,0
An orchid on a table.,0,0,0,0,10,1,10,1
An orchid on a table.,10,1,0,0,10,10,7,2
An orchid on a table.,10,0,1,0,0,10,0,3
A broccoli on a dolphin.,10,0,0,0,10,10,0,0
A broccoli on a dolphin.,10,0,2,0,8,10,10,1
A broccoli on a dolphin.,10,1,0,Error,10,10,1,2
A broccoli on a dolphin.,10,0,10,0,0,10,10,3
A snake on a cloud.,0,2,1,5,7,10,8,0
A snake on a cloud.,1,1,0,2,10,8,10,1
A snake on a cloud.,10,2,2,0,7,0,10,2
A snake on a cloud.,0,5,1,2,7,10,10,3
A pear on a bicycle.,10,0,10,10,10,10,10,0
A pear on a bicycle.,10,0,10,10,10,10,10,1
A pear on a bicycle.,10,8,10,10,10,10,10,2
A pear on a bicycle.,0,8,10,8,10,10,10,3
A stop sign on a bench.,0,0,9,7,10,10,10,0
A stop sign on a bench.,0,0,8,1,10,10,10,1
A stop sign on a bench.,0,1,1,10,10,10,9,2
A stop sign on a bench.,0,0,0,0,0,10,10,3
A stop sign on a car.,0,6,0,5,1,7,10,0
A stop sign on a car.,0,1,0,2,0,10,10,1
A stop sign on a car.,0,1,10,0,0,0,10,2
A stop sign on a car.,0,0,1,0,6,10,10,3
A wardrobe on a pickup truck.,10,1,10,10,10,7,10,0
A wardrobe on a pickup truck.,5,1,8,10,10,6,5,1
A wardrobe on a pickup truck.,6,0,8,10,10,10,10,2
A wardrobe on a pickup truck.,7,2,2,10,10,8,8,3
A chimpanzee on a chair.,0,0,10,4,8,8,0,0
A chimpanzee on a chair.,0,10,10,8,10,10,10,1
A chimpanzee on a chair.,0,2,10,0,10,10,10,2
A chimpanzee on a chair.,0,0,9,10,6,10,10,3
A stop sign on a table.,0,1,0,0,0,10,10,0
A stop sign on a table.,0,0,0,2,0,0,9,1
A stop sign on a table.,10,0,0,1,8,10,10,2
A stop sign on a table.,0,0,2,0,10,5,7,3
A bowl on a bridge.,0,2,0,0,6,10,8,0
A bowl on a bridge.,0,0,1,10,7,10,7,1
A bowl on a bridge.,0,0,0,0,5,10,10,2
A bowl on a bridge.,0,2,0,10,0,10,10,3
A raccoon on a truck.,0,5,10,10,10,10,10,0
A raccoon on a truck.,0,2,10,10,10,10,1,1
A raccoon on a truck.,0,0,10,10,2,10,2,2
A raccoon on a truck.,0,2,6,10,10,9,2,3
A pear on a chair.,0,5,8,10,10,10,10,0
A pear on a chair.,0,10,10,10,10,8,10,1
A pear on a chair.,2,6,7,7,10,0,10,2
A pear on a chair.,10,8,10,10,10,7,0,3
A frisbee on a cloud.,2,0,10,6,10,1,7,0
A frisbee on a cloud.,0,7,8,10,10,1,8,1
A frisbee on a cloud.,0,0,10,10,10,7,10,2
A frisbee on a cloud.,1,0,10,9,8,0,10,3
A lobster on a whale.,llf,llf,llf,llf,llf,llf,7,0
A lobster on a whale.,llf,llf,llf,llf,llf,llf,0,1
A lobster on a whale.,llf,llf,llf,llf,llf,llf,10,2
A lobster on a whale.,llf,llf,llf,llf,llf,llf,5,3
A mushroom on a car.,0,2,2,0,7,8,10,0
A mushroom on a car.,10,1,0,0,10,6,10,1
A mushroom on a car.,0,1,10,1,1,1,10,2
A mushroom on a car.,10,2,0,8,10,0,5,3
A sheep on a snowboard.,10,0,0,10,10,10,10,0
A sheep on a snowboard.,0,0,0,8,8,5,10,1
A sheep on a snowboard.,0,2,10,10,10,2,10,2
A sheep on a snowboard.,10,0,2,10,10,8,10,3
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,10,0
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,10,1
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,10,2
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,10,3
A baseball glove on a plate.,0,2,0,0,10,1,10,0
A baseball glove on a plate.,1,1,1,0,0,7,10,1
A baseball glove on a plate.,0,1,1,10,10,0,10,2
A baseball glove on a plate.,0,2,0,1,0,7,10,3
A remote on a snowboard.,0,1,2,7,10,9,10,0
A remote on a snowboard.,1,4,10,1,10,10,7,1
A remote on a snowboard.,0,0,10,10,10,9,10,2
A remote on a snowboard.,10,0,10,10,10,10,10,3
A kite on a table.,0,2,10,6,1,10,7,0
A kite on a table.,0,0,7,0,1,0,10,1
A kite on a table.,0,0,8,0,2,10,10,2
A kite on a table.,1,0,0,0,0,0,7,3
A clock on a train.,0,0,1,0,10,9,1,0
A clock on a train.,0,0,0,0,1,0,4,1
A clock on a train.,0,1,0,0,1,0,10,2
A clock on a train.,0,1,6,10,2,0,10,3
A tv on a bridge.,0,1,10,1,10,10,10,0
A tv on a bridge.,0,2,10,0,2,2,7,1
A tv on a bridge.,0,0,9,10,10,10,7,2
A tv on a bridge.,0,0,9,10,7,10,5,3
A dog on a bridge.,0,0,10,0,7,7,10,0
A dog on a bridge.,0,8,10,6,10,1,10,1
A dog on a bridge.,0,0,10,2,10,10,10,2
A dog on a bridge.,0,0,7,8,10,10,10,3
A book on a surfboard.,10,0,7,1,10,8,10,0
A book on a surfboard.,0,0,2,10,10,8,10,1
A book on a surfboard.,0,0,8,10,10,10,0,2
A book on a surfboard.,10,0,5,8,10,10,10,3
A can on a bridge.,10,8,9,0,10,7,10,0
A can on a bridge.,0,10,10,6,7,2,6,1
A can on a bridge.,0,7,8,9,10,7,10,2
A can on a bridge.,0,0,7,6,10,10,7,3
A knife on a leopard.,llf,llf,llf,llf,llf,llf,10,0
A knife on a leopard.,llf,llf,llf,llf,llf,llf,10,1
A knife on a leopard.,llf,llf,llf,llf,llf,llf,10,2
A knife on a leopard.,llf,llf,llf,llf,llf,llf,10,3
A boy on a bicycle.,5,5,8,7,10,9,10,0
A boy on a bicycle.,8,2,5,9,10,10,10,1
A boy on a bicycle.,10,5,10,10,10,10,10,2
A boy on a bicycle.,10,6,10,8,10,10,10,3
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,3,0
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,7,1
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,3,2
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,2,3
A bottle on a mountain.,10,4,7,7,7,7,7,0
A bottle on a mountain.,1,0,10,6,2,2,10,1
A bottle on a mountain.,10,2,10,5,7,7,8,2
A bottle on a mountain.,4,4,10,10,10,9,10,3
A lizard on a palm tree.,10,2,2,10,0,0,10,0
A lizard on a palm tree.,10,8,2,2,1,0,10,1
A lizard on a palm tree.,10,7,10,0,1,7,10,2
A lizard on a palm tree.,10,0,8,5,8,10,2,3
A microwave on a table.,0,0,1,0,5,7,4,0
A microwave on a table.,0,0,7,2,10,10,10,1
A microwave on a table.,10,0,0,1,1,10,10,2
A microwave on a table.,0,0,7,7,7,10,10,3
A crocodile on a bridge.,0,0,9,7,1,6,8,0
A crocodile on a bridge.,0,0,7,7,7,10,10,1
A crocodile on a bridge.,0,0,7,6,0,0,10,2
A crocodile on a bridge.,0,0,10,8,2,0,10,3
A bag on a couch.,0,0,10,8,10,8,10,0
A bag on a couch.,0,7,0,7,10,10,10,1
A bag on a couch.,0,4,8,7,10,1,10,2
A bag on a couch.,0,2,10,10,10,7,8,3
