prompt,0,4,8,12,16,20,24,seed
The young boy is on the boat navigating it.,5,5,10,6,5,7,10,3
Three brown bananas are by a measuring glass.,5,0,10,10,10,8,10,0
Three brown bananas are by a measuring glass.,0,0,7,8,7,8,10,1
Three brown bananas are by a measuring glass.,0,0,5,10,7,10,6,2
Three brown bananas are by a measuring glass.,0,0,10,6,7,10,10,3
a clock is on a white tower outside,1,6,8,8,10,10,10,0
a clock is on a white tower outside,0,5,10,0,4,10,10,1
a clock is on a white tower outside,0,6,8,10,7,10,10,2
a clock is on a white tower outside,0,5,6,8,9,7,10,3
The dog is on the leash walking outside.,8,0,10,10,8,10,10,0
The dog is on the leash walking outside.,0,5,10,8,10,8,10,1
The dog is on the leash walking outside.,10,4,10,10,10,7,10,2
The dog is on the leash walking outside.,7,0,10,8,8,9,10,3
a large bed is in a white room,0,7,9,10,8,10,10,0
a large bed is in a white room,8,5,10,9,10,9,9,1
a large bed is in a white room,8,4,10,9,9,8,10,2
a large bed is in a white room,10,0,8,8,10,10,10,3
Several zebras are in an open grassy field.,0,8,9,7,6,9,10,0
Several zebras are in an open grassy field.,0,6,10,4,10,10,9,1
Several zebras are in an open grassy field.,0,4,10,0,7,8,10,2
Several zebras are in an open grassy field.,0,7,5,8,10,10,10,3
An airplane is in a yellow and blue sky.,0,6,10,0,10,10,8,0
An airplane is in a yellow and blue sky.,10,0,10,0,7,10,10,1
An airplane is in a yellow and blue sky.,0,3,10,8,10,10,10,2
An airplane is in a yellow and blue sky.,0,4,0,10,10,9,10,3
Two little white boxes are on a mat.,0,0,2,4,6,7,10,0
Two little white boxes are on a mat.,5,0,0,8,5,7,6,1
Two little white boxes are on a mat.,0,0,0,6,7,8,8,2
Two little white boxes are on a mat.,0,0,7,3,7,8,6,3
The zebra is in the field standing all alone.,0,0,10,10,10,10,8,0
The zebra is in the field standing all alone.,0,6,7,10,10,10,10,1
The zebra is in the field standing all alone.,0,5,10,8,8,10,10,2
The zebra is in the field standing all alone.,0,6,10,10,10,10,10,3
many different tools are on different wooden shelves,5,5,9,7,8,8,10,0
many different tools are on different wooden shelves,4,5,7,6,8,8,10,1
many different tools are on different wooden shelves,2,0,7,10,8,4,10,2
many different tools are on different wooden shelves,0,3,7,6,0,9,9,3
The cloudy sky is above the grassy land.,8,0,7,10,10,7,10,0
The cloudy sky is above the grassy land.,6,7,7,8,8,8,10,1
The cloudy sky is above the grassy land.,8,8,10,9,8,10,9,2
The cloudy sky is above the grassy land.,8,6,8,8,10,7,10,3
A few people are in the ocean splashing around.,8,0,0,7,0,10,10,0
A few people are in the ocean splashing around.,5,0,10,0,10,10,10,1
A few people are in the ocean splashing around.,0,5,7,8,5,10,10,2
A few people are in the ocean splashing around.,7,0,10,0,5,10,10,3
The suitcases are on the ramp waiting to get picked up.,0,0,10,0,10,8,8,0
The suitcases are on the ramp waiting to get picked up.,0,0,5,0,8,7,8,1
The suitcases are on the ramp waiting to get picked up.,0,6,10,0,0,7,8,2
The suitcases are on the ramp waiting to get picked up.,0,7,6,0,0,9,7,3
The pretty colored cookies are on the table.,0,5,7,9,8,9,7,0
The pretty colored cookies are on the table.,4,5,6,8,10,8,10,1
The pretty colored cookies are on the table.,6,6,7,9,9,7,10,2
The pretty colored cookies are on the table.,1,5,7,8,8,9,10,3
A man is next to a blue and yellow train.,0,0,0,0,10,10,10,0
A man is next to a blue and yellow train.,0,0,8,0,10,10,10,1
A man is next to a blue and yellow train.,0,0,10,0,10,10,10,2
A man is next to a blue and yellow train.,0,0,10,0,0,8,10,3
A double decked bus is at an intersection.,0,5,8,8,8,10,8,0
A double decked bus is at an intersection.,0,0,10,10,6,6,10,1
A double decked bus is at an intersection.,0,0,10,8,8,8,8,2
A double decked bus is at an intersection.,0,5,8,7,5,10,7,3
The people are on the beach getting ready to surf.,7,5,9,10,5,10,10,0
The people are on the beach getting ready to surf.,5,7,10,10,9,10,10,1
The people are on the beach getting ready to surf.,10,5,10,10,10,10,10,2
The people are on the beach getting ready to surf.,8,8,7,10,10,10,10,3
a plane is on the tarmac preparing to load or unload,0,1,0,8,8,10,10,0
a plane is on the tarmac preparing to load or unload,0,6,7,10,10,10,10,1
a plane is on the tarmac preparing to load or unload,0,6,10,10,10,7,10,2
a plane is on the tarmac preparing to load or unload,0,4,10,7,10,10,10,3
three pink umbrellas are in a lush garden,6,6,7,10,8,7,9,0
three pink umbrellas are in a lush garden,5,8,8,10,8,7,7,1
three pink umbrellas are in a lush garden,0,8,8,10,3,10,7,2
three pink umbrellas are in a lush garden,0,6,8,8,8,10,5,3
The cake is on the table ready to be eaten.,0,6,8,7,9,10,10,0
The cake is on the table ready to be eaten.,0,7,10,10,10,10,10,1
The cake is on the table ready to be eaten.,0,0,10,10,9,9,10,2
The cake is on the table ready to be eaten.,0,8,10,10,10,10,10,3
a bucket is next to the toilet.,0,8,10,9,10,10,0,0
a bucket is next to the toilet.,0,1,10,8,8,10,10,1
a bucket is next to the toilet.,0,5,10,10,0,0,5,2
a bucket is next to the toilet.,10,0,10,10,10,10,0,3
A yellow and black old train is on a bridge.,0,0,4,10,5,8,8,0
A yellow and black old train is on a bridge.,0,4,5,0,10,7,7,1
A yellow and black old train is on a bridge.,0,2,7,7,0,8,10,2
A yellow and black old train is on a bridge.,0,4,7,10,6,8,10,3
A sandwich is next to a yellow stuffed animal.,0,5,10,0,10,8,10,0
A sandwich is next to a yellow stuffed animal.,0,7,10,6,10,0,6,1
A sandwich is next to a yellow stuffed animal.,0,6,8,9,0,8,10,2
A sandwich is next to a yellow stuffed animal.,0,5,0,6,4,7,10,3
A raw turkey is in an open oven.,0,1,5,8,10,10,10,0
A raw turkey is in an open oven.,0,0,6,0,8,7,8,1
A raw turkey is in an open oven.,0,0,0,8,10,10,10,2
A raw turkey is in an open oven.,0,0,8,3,7,8,10,3
two white polar bears are in their pen,8,1,9,7,7,5,7,0
two white polar bears are in their pen,5,0,8,7,8,7,7,1
two white polar bears are in their pen,0,0,8,8,9,8,7,2
two white polar bears are in their pen,7,0,8,8,8,8,9,3
A neatly made bed is next to a curtained window.,5,4,7,10,7,10,10,0
A neatly made bed is next to a curtained window.,0,6,10,3,7,7,10,1
A neatly made bed is next to a curtained window.,0,5,8,8,7,10,10,2
A neatly made bed is next to a curtained window.,0,4,10,8,10,7,10,3
Two zebras behind a cage standing next to each other.,0,7,0,8,9,7,8,0
Two zebras behind a cage standing next to each other.,0,5,5,8,10,8,10,1
Two zebras behind a cage standing next to each other.,2,5,8,5,8,5,7,2
Two zebras behind a cage standing next to each other.,0,0,4,10,8,5,8,3
a yellow van is in a busy town,Error,4,7,7,7,10,9,0
a yellow van is in a busy town,0,2,7,8,8,10,10,1
a yellow van is in a busy town,0,5,10,8,8,7,10,2
a yellow van is in a busy town,0,5,10,6,8,8,10,3
a yellow and white train is at a station,0,1,10,8,7,10,10,0
a yellow and white train is at a station,0,0,8,7,10,10,10,1
a yellow and white train is at a station,Error,0,8,7,10,8,7,2
a yellow and white train is at a station,0,0,10,7,8,10,8,3
A red and white airplane is on the runway.,5,8,10,10,10,10,10,0
A red and white airplane is on the runway.,0,0,10,10,10,10,10,1
A red and white airplane is on the runway.,1,5,10,10,10,8,10,2
A red and white airplane is on the runway.,0,0,10,8,10,8,10,3
A large clock is outside a large building.,0,6,10,10,10,10,10,0
A large clock is outside a large building.,0,4,10,1,10,10,10,1
A large clock is outside a large building.,1,5,10,0,10,10,10,2
A large clock is outside a large building.,0,6,0,8,0,8,10,3
The meal is on the plate and ready to be eaten.,6,0,8,7,8,10,8,0
The meal is on the plate and ready to be eaten.,8,7,10,10,10,8,10,1
The meal is on the plate and ready to be eaten.,0,0,8,5,8,9,8,2
The meal is on the plate and ready to be eaten.,0,0,8,10,7,8,8,3
A frothy drink is by some strange looking bananas.,8,0,6,0,7,10,8,0
A frothy drink is by some strange looking bananas.,0,6,8,7,6,6,8,1
A frothy drink is by some strange looking bananas.,0,1,4,5,6,5,0,2
A frothy drink is by some strange looking bananas.,0,4,0,0,8,7,7,3
