prompt,0,4,8,12,16,20,24,seed
A stop sign on a table.,0,0,4,0,0,10,9,1
A stop sign on a table.,0,0,0,1,6,0,10,2
A stop sign on a table.,0,0,6,1,0,3,10,3
A bowl on a bridge.,0,5,10,8,3,0,8,0
A bowl on a bridge.,0,6,10,0,3,0,7,1
A bowl on a bridge.,0,0,10,10,5,0,0,2
A bowl on a bridge.,0,5,10,0,0,0,0,3
A raccoon on a truck.,0,4,0,0,10,10,10,0
A raccoon on a truck.,0,0,0,0,10,10,10,1
A raccoon on a truck.,0,0,0,0,10,10,10,2
A raccoon on a truck.,0,0,6,0,0,8,10,3
A pear on a chair.,0,0,8,10,0,10,10,0
A pear on a chair.,0,4,1,0,7,8,10,1
A pear on a chair.,0,1,7,6,10,10,10,2
A pear on a chair.,0,0,4,10,0,8,10,3
A frisbee on a cloud.,0,0,2,0,4,7,8,0
A frisbee on a cloud.,0,2,5,0,4,7,8,1
A frisbee on a cloud.,0,0,0,0,1,8,10,2
A frisbee on a cloud.,0,0,4,2,7,10,8,3
A lobster on a whale.,llf,llf,llf,llf,llf,llf,4,0
A lobster on a whale.,llf,llf,llf,llf,llf,llf,10,1
A lobster on a whale.,llf,llf,llf,llf,llf,llf,10,2
A lobster on a whale.,llf,llf,llf,llf,llf,llf,5,3
A mushroom on a car.,0,6,10,10,10,10,10,0
A mushroom on a car.,0,1,10,9,10,8,10,1
A mushroom on a car.,10,1,10,7,5,10,10,2
A mushroom on a car.,7,6,0,8,10,0,8,3
A sheep on a snowboard.,0,0,6,0,10,10,10,0
A sheep on a snowboard.,0,0,0,8,8,5,10,1
A sheep on a snowboard.,0,5,0,0,0,2,10,2
A sheep on a snowboard.,0,0,8,10,10,8,10,3
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,0,0
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,0,1
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,1,2
A baseball bat on a snowboard.,llf,llf,llf,llf,llf,llf,1,3
A baseball glove on a plate.,0,5,0,0,0,9,0,0
A baseball glove on a plate.,0,7,1,0,0,7,7,1
A baseball glove on a plate.,0,4,5,0,0,0,10,2
A baseball glove on a plate.,0,5,0,0,0,6,10,3
A remote on a snowboard.,0,2,0,0,0,1,2,0
A remote on a snowboard.,0,0,0,2,0,1,10,1
A remote on a snowboard.,0,0,7,1,0,1,1,2
A remote on a snowboard.,1,2,0,0,2,1,8,3
A kite on a table.,0,4,6,1,0,4,7,0
A kite on a table.,0,4,7,1,8,10,10,1
A kite on a table.,7,0,9,10,10,10,8,2
A kite on a table.,5,0,7,10,10,10,8,3
A clock on a train.,0,5,10,10,10,1,10,0
A clock on a train.,0,0,10,0,7,10,10,1
A clock on a train.,10,1,10,10,10,10,10,2
A clock on a train.,0,6,10,1,8,10,10,3
A tv on a bridge.,0,2,0,3,0,5,10,0
A tv on a bridge.,0,0,0,0,8,6,7,1
A tv on a bridge.,0,0,1,0,0,10,7,2
A tv on a bridge.,0,0,1,0,0,0,7,3
A dog on a bridge.,0,0,10,0,8,10,10,0
A dog on a bridge.,0,0,0,6,10,10,10,1
A dog on a bridge.,0,0,10,5,10,10,10,2
A dog on a bridge.,8,0,8,8,10,10,10,3
A book on a surfboard.,0,0,5,2,0,8,10,0
A book on a surfboard.,0,0,10,0,0,1,10,1
A book on a surfboard.,0,0,8,1,0,0,10,2
A book on a surfboard.,1,0,5,1,0,0,0,3
A can on a bridge.,0,2,1,0,1,8,8,0
A can on a bridge.,0,0,0,1,1,8,10,1
A can on a bridge.,0,5,3,1,0,6,10,2
A can on a bridge.,0,0,5,4,0,1,7,3
A knife on a leopard.,llf,llf,llf,llf,llf,llf,0,0
A knife on a leopard.,llf,llf,llf,llf,llf,llf,0,1
A knife on a leopard.,llf,llf,llf,llf,llf,llf,0,2
A knife on a leopard.,llf,llf,llf,llf,llf,llf,0,3
A boy on a bicycle.,5,5,7,7,10,9,10,0
A boy on a bicycle.,0,8,5,9,10,10,10,1
A boy on a bicycle.,0,5,10,10,10,10,10,2
A boy on a bicycle.,0,7,10,8,10,10,10,3
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,8,0
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,5,1
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,6,2
A porcupine on a mountain.,llf,llf,llf,llf,llf,llf,10,3
A bottle on a mountain.,0,5,10,8,8,7,10,0
A bottle on a mountain.,0,0,0,4,8,10,10,1
A bottle on a mountain.,0,5,10,8,10,8,8,2
A bottle on a mountain.,0,0,10,0,0,0,10,3
A lizard on a palm tree.,1,4,0,10,8,10,10,0
A lizard on a palm tree.,0,4,6,8,9,10,10,1
A lizard on a palm tree.,0,4,0,0,10,10,10,2
A lizard on a palm tree.,0,0,9,7,8,0,10,3
A microwave on a table.,0,0,10,10,10,10,10,0
A microwave on a table.,0,0,10,10,10,10,10,1
A microwave on a table.,0,0,10,10,10,10,10,2
A microwave on a table.,0,0,4,10,10,10,10,3
A crocodile on a bridge.,0,0,1,4,8,2,8,0
A crocodile on a bridge.,0,0,4,8,7,10,10,1
A crocodile on a bridge.,0,0,0,8,6,8,10,2
A crocodile on a bridge.,0,0,2,8,6,10,10,3
A bag on a couch.,0,0,5,8,0,5,10,0
A bag on a couch.,0,7,10,7,3,10,10,1
A bag on a couch.,0,4,10,8,3,10,10,2
A bag on a couch.,0,0,10,10,10,5,8,3
