prompt,0,4,8,12,16,20,24,seed
A laptop in a car.,5,0,7,8,0,10,7.0,0.0
A laptop in a car.,2,0,8,8,0,10,8.0,1.0
A laptop in a car.,6,0,10,10,10,10,10.0,2.0
A laptop in a car.,8,0,8,8,7,0,6.0,3.0
A butterfly in a train.,Error,0,7,6,6,8,10.0,0.0
A butterfly in a train.,6,0,10,7,10,10,10.0,1.0
A butterfly in a train.,0,5,10,10,10,10,10.0,2.0
A butterfly in a train.,1,5,8,10,10,10,10.0,3.0
A fish in a bowl.,5,8,10,6,0,10,0.0,0.0
A fish in a bowl.,0,5,10,10,8,10,7.0,1.0
A fish in a bowl.,0,5,6,4,3,10,10.0,2.0
A fish in a bowl.,0,7,1,10,10,9,10.0,3.0
A pizza in a suitcase.,0,0,8,0,5,7,10.0,0.0
A pizza in a suitcase.,0,6,0,0,5,8,10.0,1.0
A pizza in a suitcase.,0,6,0,4,8,8,10.0,2.0
A pizza in a suitcase.,0,4,7,0,7,6,8.0,3.0
A sunflower in a bus.,10,8,10,0,6,8,10.0,0.0
A sunflower in a bus.,10,8,7,6,0,10,10.0,1.0
A sunflower in a bus.,8,6,8,8,10,10,10.0,2.0
A sunflower in a bus.,7,0,10,7,8,10,7.0,3.0
A sports ball in an oven.,10,4,8,8,10,8,10.0,0.0
A sports ball in an oven.,5,5,5,10,8,1,10.0,1.0
A sports ball in an oven.,10,0,7,1,10,10,10.0,2.0
A sports ball in an oven.,6,0,10,5,10,8,10.0,3.0
A tennis racket in a refrigerator.,0,2,0,0,7,7,2.0,0.0
A tennis racket in a refrigerator.,2,2,1,0,6,0,0.0,1.0
A tennis racket in a refrigerator.,0,0,1,0,0,6,0.0,2.0
A tennis racket in a refrigerator.,0,0,0,0,0,1,10.0,3.0
A girl in a car.,6,0,10,8,10,10,10.0,0.0
A girl in a car.,8,0,8,8,10,10,10.0,1.0
A girl in a car.,7,5,8,10,10,10,10.0,2.0
A girl in a car.,8,1,10,10,10,10,10.0,3.0
A snowboard in a suitcase.,5,3,7,5,0,10,7.0,0.0
A snowboard in a suitcase.,0,0,7,0,1,3,9.0,1.0
A snowboard in a suitcase.,5,2,7,1,6,0,8.0,2.0
A snowboard in a suitcase.,4,0,4,0,5,10,8.0,3.0
A girl in an airplane.,0,0,10,10,10,10,10.0,0.0
A girl in an airplane.,1,5,8,10,10,10,10.0,1.0
A girl in an airplane.,0,5,8,6,10,10,10.0,2.0
A girl in an airplane.,0,8,10,5,8,10,10.0,3.0
A sandwich in an oven.,0,0,8,7,7,8,8.0,0.0
A sandwich in an oven.,0,0,6,0,7,10,10.0,1.0
A sandwich in an oven.,0,0,8,4,10,7,10.0,2.0
A sandwich in an oven.,0,0,0,4,7,8,7.0,3.0
A bear in a tractor.,10,0,3,5,0,9,8.0,0.0
A bear in a tractor.,8,0,5,1,8,8,10.0,1.0
A bear in a tractor.,8,5,10,0,9,5,10.0,2.0
A bear in a tractor.,8,6,10,0,0,0,10.0,3.0
A cup in a microwave.,0,0,10,5,4,10,10.0,0.0
A cup in a microwave.,0,1,8,10,10,0,10.0,1.0
A cup in a microwave.,0,2,10,10,5,10,10.0,2.0
A cup in a microwave.,0,0,10,5,0,10,10.0,3.0
A caterpillar in a refrigerator.,0,1,6,0,5,7,8.0,0.0
A caterpillar in a refrigerator.,0,5,0,5,7,10,1.0,1.0
A caterpillar in a refrigerator.,0,2,3,0,8,5,10.0,2.0
A caterpillar in a refrigerator.,2,0,0,10,0,8,10.0,3.0
A broccoli in a suitcase.,6,0,9,0,8,10,10.0,0.0
A broccoli in a suitcase.,0,6,10,8,5,10,10.0,1.0
A broccoli in a suitcase.,0,6,10,0,7,8,10.0,2.0
A broccoli in a suitcase.,0,0,10,10,10,10,10.0,3.0
An orange in a bowl.,7,5,4,6,7,10,7.0,0.0
An orange in a bowl.,5,6,5,10,0,10,10.0,1.0
An orange in a bowl.,6,0,2,0,0,10,10.0,2.0
An orange in a bowl.,5,5,1,4,8,10,10.0,3.0
A cow in a tractor.,4,8,10,8,0,10,7.0,0.0
A cow in a tractor.,1,8,10,8,0,10,8.0,1.0
A cow in a tractor.,10,5,10,10,10,5,10.0,2.0
A cow in a tractor.,10,6,10,10,0,8,10.0,3.0
A tiger in a car.,0,0,10,8,10,10,10.0,0.0
A tiger in a car.,0,5,7,0,0,8,10.0,1.0
A tiger in a car.,0,0,0,10,10,10,10.0,2.0
A tiger in a car.,0,6,8,10,8,10,10.0,3.0
A giraffe in a house.,0,6,10,7,10,10,10.0,0.0
A giraffe in a house.,0,0,10,0,8,10,10.0,1.0
A giraffe in a house.,0,0,10,0,0,8,10.0,2.0
A giraffe in a house.,0,0,6,10,10,8,10.0,3.0
A zebra in a refrigerator.,0,5,0,0,5,0,0.0,0.0
A zebra in a refrigerator.,0,6,0,0,0,8,10.0,1.0
A zebra in a refrigerator.,0,5,5,0,0,8,8.0,2.0
A zebra in a refrigerator.,0,6,0,10,0,7,10.0,3.0
A cockroach in a backpack.,0,0,0,7,8,10,10.0,0.0
A cockroach in a backpack.,0,0,4,0,0,7,9.0,1.0
A cockroach in a backpack.,0,5,0,0,2,10,10.0,2.0
A cockroach in a backpack.,0,5,1,1,10,0,10.0,3.0
A rose in an airplane.,0,0,10,0,7,10,10.0,0.0
A rose in an airplane.,10,5,8,0,10,10,8.0,1.0
A rose in an airplane.,0,6,10,0,8,10,10.0,2.0
A rose in an airplane.,0,6,10,10,10,10,10.0,3.0
A laptop in a refrigerator.,0,0,10,8,5,10,8.0,0.0
A laptop in a refrigerator.,0,0,8,8,8,0,10.0,1.0
A laptop in a refrigerator.,0,5,6,0,8,8,10.0,2.0
A laptop in a refrigerator.,0,0,8,5,7,5,10.0,3.0
A lawn mower in a truck.,0,5,0,6,0,6,8.0,0.0
A lawn mower in a truck.,0,4,4,0,4,8,8.0,1.0
A lawn mower in a truck.,0,5,1,0,1,3,10.0,2.0
A lawn mower in a truck.,0,0,4,8,2,0,9.0,3.0
A cloud in a house.,8,6,10,8,10,10,10.0,0.0
A cloud in a house.,8,8,8,7,10,5,10.0,1.0
A cloud in a house.,6,6,7,7,10,7,8.0,2.0
A cloud in a house.,8,0,10,8,7,10,8.0,3.0
A dolphin in a microwave.,10,0,5,10,1,10,10.0,0.0
A dolphin in a microwave.,10,0,0,0,8,10,7.0,1.0
A dolphin in a microwave.,10,1,5,8,0,10,10.0,2.0
A dolphin in a microwave.,10,0,1,10,0,8,8.0,3.0
A baby in a tank.,0,4,10,7,0,6,10.0,0.0
A baby in a tank.,0,0,0,0,9,9,10.0,1.0
A baby in a tank.,0,0,10,8,10,10,10.0,2.0
A baby in a tank.,0,0,0,1,10,0,8.0,3.0
A chimpanzee in a train.,0,0,5,0,7,10,10.0,0.0
A chimpanzee in a train.,0,0,0,0,0,10,10.0,1.0
A chimpanzee in a train.,0,0,0,0,5,10,8.0,2.0
A chimpanzee in a train.,0,0,0,10,5,10,10.0,3.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,2.0,0.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,0.0,1.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,8.0,2.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,1.0,3.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,8.0,0.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,5.0,1.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,10.0,2.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,6.0,3.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,10.0,0.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,10.0,1.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,10.0,2.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,10.0,3.0
A skunk in a truck.,0,2,0,5,0,10,8.0,0.0
A skunk in a truck.,0,0,0,0,6,10,6.0,1.0
A skunk in a truck.,0,0,4,0,0,8,10.0,2.0
A skunk in a truck.,0,3,0,0,0,8,10.0,3.0
A toothbrush in a car.,0,0,6,5,0,0,7.0,0.0
A toothbrush in a car.,0,0,10,0,4,10,10.0,1.0
A toothbrush in a car.,0,"I'm sorry, I can't assist with that request.",0,0,8,10,10.0,2.0
A toothbrush in a car.,0,0,0,0,10,10,10.0,3.0
A donut in a backpack.,0,4,6,0,7,10,10.0,0.0
A donut in a backpack.,0,4,0,0,5,7,10.0,1.0
A donut in a backpack.,0,6,8,6,8,8,10.0,2.0
A donut in a backpack.,0,4,8,10,0,6,10.0,3.0
A sunflower in a refrigerator.,8,8,10,8,0,10,10.0,0.0
A sunflower in a refrigerator.,10,8,10,8,10,10,10.0,1.0
A sunflower in a refrigerator.,10,6,10,10,10,10,10.0,2.0
A sunflower in a refrigerator.,6,5,10,10,9,9,10.0,3.0
A hair drier in a bowl.,0,0,0,0,0,10,10.0,0.0
A hair drier in a bowl.,0,0,0,0,0,8,7.0,1.0
A hair drier in a bowl.,0,5,0,0,0,8,10.0,2.0
A hair drier in a bowl.,0,0,0,0,1,5,10.0,3.0
A shark in a bus.,10,0,8,3,0,0,7.0,0.0
A shark in a bus.,8,8,0,0,0,1,8.0,1.0
A shark in a bus.,10,1,8,7,0,10,7.0,2.0
A shark in a bus.,8,0,10,8,0,5,7.0,3.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,0.0,0.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,0.0,1.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,4.0,2.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,0.0,3.0
A stop sign in a train.,0,5,6,0,0,8,7.0,0.0
A stop sign in a train.,0,0,6,4,2,10,1.0,1.0
A stop sign in a train.,0,8,3,3,10,0,7.0,2.0
A stop sign in a train.,0,10,10,3,10,10,9.0,3.0
A vase in a tank.,0,5,10,8,10,8,7.0,0.0
A vase in a tank.,0,0,0,10,10,10,3.0,1.0
A vase in a tank.,0,5,8,0,8,10,6.0,2.0
A vase in a tank.,0,3,10,5,5,0,0.0,3.0
A snake in an oven.,0,0,5,4,10,8,10.0,0.0
A snake in an oven.,0,0,10,1,1,10,10.0,1.0
A snake in an oven.,0,2,0,0,0,8,10.0,2.0
A snake in an oven.,0,0,7,0,0,10,8.0,3.0
A cup in a suitcase.,0,8,10,10,7,0,10.0,0.0
A cup in a suitcase.,0,8,10,0,10,8,10.0,1.0
A cup in a suitcase.,0,8,10,0,10,8,10.0,2.0
A cup in a suitcase.,0,8,10,10,8,10,10.0,3.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,10.0,0.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,6.0,1.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,10.0,2.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,10.0,3.0
A leopard in a car.,8,1,10,10,10,8,10.0,0.0
A leopard in a car.,0,0,8,0,0,10,10.0,1.0
A leopard in a car.,6,0,8,8,7,7,10.0,2.0
A leopard in a car.,10,0,8,10,8,10,10.0,3.0
A baseball glove in an oven.,0,5,0,0,7,8,0.0,0.0
A baseball glove in an oven.,0,6,0,0,6,8,8.0,1.0
A baseball glove in an oven.,0,0,0,0,8,5,1.0,2.0
A baseball glove in an oven.,1,5,8,2,7,8,10.0,3.0
An orange in a truck.,6,5,5,0,1,5,10.0,0.0
An orange in a truck.,5,0,1,1,6,10,10.0,1.0
An orange in a truck.,4,5,1,6,0,6,10.0,2.0
An orange in a truck.,1,0,1,4,3,7,10.0,3.0
A bee in a tractor.,0,5,6,Error,0,8,9.0,0.0
A bee in a tractor.,0,8,0,1,5,7,7.0,1.0
A bee in a tractor.,0,6,5,6,5,10,7.0,2.0
A bee in a tractor.,0,0,8,2,0,10,10.0,3.0
A rose in a suitcase.,0,0,6,8,8,9,10.0,0.0
A rose in a suitcase.,1,10,8,9,8,10,8.0,1.0
A rose in a suitcase.,0,8,8,7,10,10,9.0,2.0
A rose in a suitcase.,0,8,8,10,10,10,10.0,3.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,10.0,0.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,8.0,1.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,8.0,2.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,10.0,3.0
A hair drier in a house.,4,0,0,0,6,10,10.0,0.0
A hair drier in a house.,2,2,1,3,7,10,7.0,1.0
A hair drier in a house.,0,0,0,1,5,0,10.0,2.0
A hair drier in a house.,0,0,0,0,10,10,10.0,3.0
A tie in a car.,0,1,10,10,10,10,10.0,0.0
A tie in a car.,0,0,0,0,10,10,10.0,1.0
A tie in a car.,0,0,10,10,10,10,10.0,2.0
A tie in a car.,0,0,0,0,10,10,10.0,3.0
A wolf in a tractor.,8,0,6,0,0,8,10.0,0.0
A wolf in a tractor.,8,2,0,0,0,5,4.0,1.0
A wolf in a tractor.,10,0,8,0,0,7,10.0,2.0
A wolf in a tractor.,8,0,10,8,0,10,10.0,3.0
A carrot in an oven.,0,6,0,10,0,10,10.0,0.0
A carrot in an oven.,0,0,7,10,6,10,10.0,1.0
A carrot in an oven.,0,0,10,0,8,10,10.0,2.0
A carrot in an oven.,6,4,10,10,10,6,10.0,3.0
An umbrella in a car.,10,5,8,10,10,10,10.0,0.0
An umbrella in a car.,0,4,8,8,10,8,10.0,1.0
An umbrella in a car.,5,0,10,10,10,10,10.0,2.0
An umbrella in a car.,8,8,10,10,10,10,10.0,3.0
A snake in a bowl.,0,5,0,3,6,7,10.0,0.0
A snake in a bowl.,0,5,0,0,8,5,10.0,1.0
A snake in a bowl.,0,4,10,0,8,8,10.0,2.0
A snake in a bowl.,0,5,1,0,5,4,8.0,3.0
A porcupine in a bag.,0,2,6,0,2,8,7.0,0.0
A porcupine in a bag.,0,0,4,4,8,6,10.0,1.0
A porcupine in a bag.,6,0,5,0,8,1,7.0,2.0
A porcupine in a bag.,0,4,0,10,0,0,10.0,3.0
