prompt,0,4,8,12,16,20,24,seed
A sandwich in an oven.,0,0,7,7,8,9,7.0,0.0
A sandwich in an oven.,0,0,5,0,3,10,10.0,1.0
A sandwich in an oven.,0,0,8,4,10,1,10.0,2.0
A sandwich in an oven.,0,0,0,3,7,6,8.0,3.0
A bear in a tractor.,0,0,1,0,0,9,8.0,0.0
A bear in a tractor.,0,0,1,1,6,7,10.0,1.0
A bear in a tractor.,0,1,0,0,1,5,10.0,2.0
A bear in a tractor.,0,1,0,0,0,0,10.0,3.0
A cup in a microwave.,0,0,0,5,4,10,10.0,0.0
A cup in a microwave.,0,0,2,0,0,0,10.0,1.0
A cup in a microwave.,0,1,0,0,3,5,10.0,2.0
A cup in a microwave.,0,0,0,0,0,4,10.0,3.0
A caterpillar in a refrigerator.,0,0,5,0,1,0,8.0,0.0
A caterpillar in a refrigerator.,0,1,0,1,7,10,1.0,1.0
A caterpillar in a refrigerator.,0,0,2,0,1,1,10.0,2.0
A caterpillar in a refrigerator.,0,0,0,0,0,8,10.0,3.0
A broccoli in a suitcase.,0,0,6,0,2,10,10.0,0.0
A broccoli in a suitcase.,0,2,10,1,4,10,10.0,1.0
A broccoli in a suitcase.,0,1,0,0,1,7,10.0,2.0
A broccoli in a suitcase.,0,0,2,0,0,0,10.0,3.0
An orange in a bowl.,7,4,3,6,1,10,7.0,0.0
An orange in a bowl.,1,5,4,0,0,0,9.0,1.0
An orange in a bowl.,5,0,1,0,0,10,10.0,2.0
An orange in a bowl.,3,4,1,3,8,10,0.0,3.0
A cow in a tractor.,0,1,0,2,0,0,0.0,0.0
A cow in a tractor.,0,1,0,1,0,0,8.0,1.0
A cow in a tractor.,0,3,0,0,0,1,0.0,2.0
A cow in a tractor.,0,1,0,0,0,8,10.0,3.0
A tiger in a car.,0,0,10,7,10,10,10.0,0.0
A tiger in a car.,0,0,6,0,0,6,10.0,1.0
A tiger in a car.,0,0,0,10,10,10,10.0,2.0
A tiger in a car.,0,0,7,10,7,10,10.0,3.0
A giraffe in a house.,0,1,4,5,10,10,10.0,0.0
A giraffe in a house.,0,0,1,0,4,10,10.0,1.0
A giraffe in a house.,0,0,1,0,0,6,6.0,2.0
A giraffe in a house.,0,0,1,10,10,6,10.0,3.0
A zebra in a refrigerator.,0,0,0,0,5,0,0.0,0.0
A zebra in a refrigerator.,0,0,0,0,0,6,10.0,1.0
A zebra in a refrigerator.,0,0,6,0,0,0,6.0,2.0
A zebra in a refrigerator.,0,2,0,10,0,7,10.0,3.0
A cockroach in a backpack.,0,0,0,3,3,10,5.0,0.0
A cockroach in a backpack.,0,0,4,0,0,6,6.0,1.0
A cockroach in a backpack.,0,4,0,0,1,4,10.0,2.0
A cockroach in a backpack.,0,4,1,1,10,0,10.0,3.0
A rose in an airplane.,0,0,0,0,8,4,10.0,0.0
A rose in an airplane.,0,1,0,0,0,0,8.0,1.0
A rose in an airplane.,0,0,5,0,1,0,5.0,2.0
A rose in an airplane.,0,0,0,0,10,0,10.0,3.0
A laptop in a refrigerator.,0,0,0,0,0,0,9.0,0.0
A laptop in a refrigerator.,0,0,7,0,0,0,10.0,1.0
A laptop in a refrigerator.,0,1,0,0,0,0,10.0,2.0
A laptop in a refrigerator.,0,0,5,1,0,5,10.0,3.0
A lawn mower in a truck.,0,3,0,7,0,5,10.0,0.0
A lawn mower in a truck.,0,1,4,0,1,8,1.0,1.0
A lawn mower in a truck.,0,1,0,0,1,1,10.0,2.0
A lawn mower in a truck.,0,0,4,7,1,0,9.0,3.0
A cloud in a house.,1,1,0,0,0,0,3.0,0.0
A cloud in a house.,4,0,0,0,0,4,0.0,1.0
A cloud in a house.,0,1,1,0,0,1,2.0,2.0
A cloud in a house.,1,0,0,1,0,0,1.0,3.0
A dolphin in a microwave.,0,0,0,0,0,10,10.0,0.0
A dolphin in a microwave.,0,0,0,0,8,10,6.0,1.0
A dolphin in a microwave.,0,0,0,0,0,10,10.0,2.0
A dolphin in a microwave.,0,0,0,0,0,8,8.0,3.0
A baby in a tank.,0,0,1,1,0,1,10.0,0.0
A baby in a tank.,0,0,0,0,8,8,10.0,1.0
A baby in a tank.,0,0,0,1,0,0,10.0,2.0
A baby in a tank.,0,0,0,1,0,0,6.0,3.0
A chimpanzee in a train.,0,0,5,0,6,10,10.0,0.0
A chimpanzee in a train.,0,0,0,0,0,4,10.0,1.0
A chimpanzee in a train.,0,0,0,0,5,0,9.0,2.0
A chimpanzee in a train.,0,0,0,1,1,10,4.0,3.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,1.0,0.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,0.0,1.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,1.0,2.0
A sweet pepper in a tank.,llf,llf,llf,llf,llf,llf,0.0,3.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,3.0,0.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,1.0,1.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,1.0,2.0
A telephone in a tank.,llf,llf,llf,llf,llf,llf,6.0,3.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,2.0,0.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,2.0,1.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,4.0,2.0
A telephone in a house.,llf,llf,llf,llf,llf,llf,2.0,3.0
A skunk in a truck.,0,1,0,5,0,1,6.0,0.0
A skunk in a truck.,0,0,0,0,5,8,5.0,1.0
A skunk in a truck.,0,0,1,0,0,5,10.0,2.0
A skunk in a truck.,0,2,0,0,0,8,5.0,3.0
A toothbrush in a car.,0,0,3,4,0,0,1.0,0.0
A toothbrush in a car.,0,0,10,0,4,10,10.0,1.0
A toothbrush in a car.,0,"I'm sorry, I can't assist with that request.",0,0,7,10,10.0,2.0
A toothbrush in a car.,0,0,0,0,10,7,10.0,3.0
A donut in a backpack.,0,2,5,0,6,10,5.0,0.0
A donut in a backpack.,0,2,0,0,2,1,10.0,1.0
A donut in a backpack.,0,4,8,4,5,1,5.0,2.0
A donut in a backpack.,0,3,10,5,0,2,10.0,3.0
A sunflower in a refrigerator.,0,0,0,0,0,10,10.0,0.0
A sunflower in a refrigerator.,0,0,0,0,0,10,10.0,1.0
A sunflower in a refrigerator.,0,0,0,0,0,0,5.0,2.0
A sunflower in a refrigerator.,0,1,0,0,0,7,10.0,3.0
A hair drier in a bowl.,0,0,0,0,0,10,5.0,0.0
A hair drier in a bowl.,0,0,0,0,0,9,4.0,1.0
A hair drier in a bowl.,0,4,0,0,0,7,0.0,2.0
A hair drier in a bowl.,0,0,0,0,1,3,8.0,3.0
A shark in a bus.,0,0,0,0,0,0,1.0,0.0
A shark in a bus.,0,0,0,0,0,1,6.0,1.0
A shark in a bus.,0,0,0,0,0,0,5.0,2.0
A shark in a bus.,0,0,0,0,0,1,5.0,3.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,0.0,0.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,0.0,1.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,3.0,2.0
A shrew in a bus.,llf,llf,llf,llf,llf,llf,0.0,3.0
A stop sign in a train.,0,1,1,0,0,0,3.0,0.0
A stop sign in a train.,0,0,0,0,1,0,6.0,1.0
A stop sign in a train.,0,1,0,0,0,0,1.0,2.0
A stop sign in a train.,0,0,0,0,0,0,5.0,3.0
A vase in a tank.,0,0,0,0,0,0,7.0,0.0
A vase in a tank.,0,0,0,0,4,0,0.0,1.0
A vase in a tank.,0,0,0,0,1,0,1.0,2.0
A vase in a tank.,0,0,0,0,2,0,0.0,3.0
A snake in an oven.,0,0,5,3,10,8,10.0,0.0
A snake in an oven.,0,0,10,1,1,10,10.0,1.0
A snake in an oven.,0,1,0,0,0,7,1.0,2.0
A snake in an oven.,0,0,3,0,0,10,8.0,3.0
A cup in a suitcase.,0,0,0,0,4,0,10.0,0.0
A cup in a suitcase.,0,0,0,0,10,10,10.0,1.0
A cup in a suitcase.,0,0,0,0,0,1,10.0,2.0
A cup in a suitcase.,0,0,0,0,2,10,10.0,3.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,0.0,0.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,4.0,1.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,0.0,2.0
A hair drier in a bag.,llf,llf,llf,llf,llf,llf,0.0,3.0
A leopard in a car.,0,0,10,6,10,8,10.0,0.0
A leopard in a car.,0,0,8,0,0,10,10.0,1.0
A leopard in a car.,1,0,6,6,7,7,10.0,2.0
A leopard in a car.,0,0,9,10,8,10,10.0,3.0
A baseball glove in an oven.,0,0,0,0,7,8,0.0,0.0
A baseball glove in an oven.,0,1,0,0,6,8,7.0,1.0
A baseball glove in an oven.,0,0,0,0,8,1,1.0,2.0
A baseball glove in an oven.,0,1,0,0,6,1,10.0,3.0
An orange in a truck.,4,1,4,0,1,5,10.0,0.0
An orange in a truck.,5,0,1,0,4,10,10.0,1.0
An orange in a truck.,1,3,1,7,0,4,10.0,2.0
An orange in a truck.,1,0,1,4,1,9,7.0,3.0
A bee in a tractor.,0,1,4,Error,0,0,0.0,0.0
A bee in a tractor.,0,0,0,0,1,5,1.0,1.0
A bee in a tractor.,0,1,0,0,4,0,6.0,2.0
A bee in a tractor.,0,0,1,0,0,0,10.0,3.0
A rose in a suitcase.,0,0,3,0,7,7,10.0,0.0
A rose in a suitcase.,0,0,5,1,8,8,9.0,1.0
A rose in a suitcase.,0,0,9,1,0,5,9.0,2.0
A rose in a suitcase.,0,0,0,0,0,10,10.0,3.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,0.0,0.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,4.0,1.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,1.0,2.0
A wolf in a tank.,llf,llf,llf,llf,llf,llf,0.0,3.0
A hair drier in a house.,1,0,0,0,2,0,2.0,0.0
A hair drier in a house.,1,1,3,2,7,7,7.0,1.0
A hair drier in a house.,0,0,0,1,1,0,7.0,2.0
A hair drier in a house.,0,0,0,0,10,7,6.0,3.0
A tie in a car.,0,0,10,0,0,10,0.0,0.0
A tie in a car.,0,0,0,0,0,0,0.0,1.0
A tie in a car.,0,0,0,0,10,0,10.0,2.0
A tie in a car.,0,0,0,0,0,0,10.0,3.0
A wolf in a tractor.,0,0,1,0,0,6,10.0,0.0
A wolf in a tractor.,0,0,0,0,0,4,2.0,1.0
A wolf in a tractor.,0,0,0,0,0,5,10.0,2.0
A wolf in a tractor.,0,0,0,6,0,0,10.0,3.0
A carrot in an oven.,0,1,0,3,0,10,10.0,0.0
A carrot in an oven.,0,0,7,0,5,10,10.0,1.0
A carrot in an oven.,0,0,5,0,7,10,10.0,2.0
A carrot in an oven.,1,3,0,1,10,5,10.0,3.0
An umbrella in a car.,0,4,1,4,0,10,10.0,0.0
An umbrella in a car.,0,1,2,3,5,9,6.0,1.0
An umbrella in a car.,4,0,0,0,0,10,10.0,2.0
An umbrella in a car.,4,1,0,1,1,10,10.0,3.0
A snake in a bowl.,0,1,0,3,7,7,10.0,0.0
A snake in a bowl.,0,3,0,0,9,5,10.0,1.0
A snake in a bowl.,0,1,10,0,5,7,10.0,2.0
A snake in a bowl.,0,4,0,0,5,4,9.0,3.0
A porcupine in a bag.,0,1,4,0,2,8,7.0,0.0
A porcupine in a bag.,0,0,3,0,1,5,10.0,1.0
A porcupine in a bag.,4,0,4,0,7,1,7.0,2.0
A porcupine in a bag.,0,3,0,0,0,0,10.0,3.0
