prompt,0,4,8,12,16,20,24,seed
There is a black bird perched on wood.,2,0,6,7,3,6,7,3
A man in a white tie smiles while posing.,0,7,7,6,0,0,0,0
A man in a white tie smiles while posing.,Error,6,10,7,7,2,10,1
A man in a white tie smiles while posing.,0,5,10,2,8,10,10,2
A man in a white tie smiles while posing.,0,0,7,10,5,7,5,3
many different sinks near one another with mirrors,0,2,9,8,8,8,8,0
many different sinks near one another with mirrors,1,7,6,8,8,8,9,1
many different sinks near one another with mirrors,0,4,8,8,8,10,9,2
many different sinks near one another with mirrors,0,4,9,8,8,7,8,3
A man that is sitting down and wearing a tie.,0,2,10,10,8,10,10,0
A man that is sitting down and wearing a tie.,0,5,1,5,10,10,8,1
A man that is sitting down and wearing a tie.,0,2,10,10,7,10,10,2
A man that is sitting down and wearing a tie.,10,0,0,10,10,10,10,3
Several sandwiches sliced and neatly arranged on a white plate.,0,7,10,6,8,8,10,0
Several sandwiches sliced and neatly arranged on a white plate.,0,0,6,8,5,6,10,1
Several sandwiches sliced and neatly arranged on a white plate.,0,7,5,7,8,7,10,2
Several sandwiches sliced and neatly arranged on a white plate.,0,7,10,8,8,9,8,3
An apple with a funny face carved into it.,10,7,8,10,7,10,10,0
An apple with a funny face carved into it.,7,10,10,7,4,10,9,1
An apple with a funny face carved into it.,7,8,10,10,7,7,10,2
An apple with a funny face carved into it.,10,7,10,8,7,10,10,3
A elephant that is standing in the dirt.,7,1,7,0,7,7,7,0
A elephant that is standing in the dirt.,0,2,0,0,7,6,10,1
A elephant that is standing in the dirt.,2,1,7,7,9,10,8,2
A elephant that is standing in the dirt.,7,1,5,0,7,9,10,3
A kitchen that has an island are in it.,0,0,10,8,10,9,0,0
A kitchen that has an island are in it.,0,1,5,10,0,10,8,1
A kitchen that has an island are in it.,0,4,10,7,10,7,9,2
A kitchen that has an island are in it.,0,8,5,10,10,8,10,3
a girl and a dog looking angry in a photo,10,8,10,6,0,10,10,0
a girl and a dog looking angry in a photo,6,6,10,8,6,10,10,1
a girl and a dog looking angry in a photo,10,5,7,7,10,8,8,2
a girl and a dog looking angry in a photo,8,7,8,8,10,10,8,3
A train traveling along a lush green countryside.,0,0,5,7,7,10,10,0
A train traveling along a lush green countryside.,0,8,7,7,7,7,8,1
A train traveling along a lush green countryside.,0,7,10,7,7,5,7,2
A train traveling along a lush green countryside.,0,2,6,7,7,7,10,3
There are many birds on and around the bench.,0,2,10,8,10,10,10,0
There are many birds on and around the bench.,10,7,"I'm sorry, I cannot provide assistance with that request.",7,8,0,10,1
There are many birds on and around the bench.,0,0,8,10,7,10,10,2
There are many birds on and around the bench.,0,7,8,2,5,8,10,3
A single yellow rose standing in a vase,10,0,10,8,0,10,0,0
A single yellow rose standing in a vase,10,4,8,10,0,8,10,1
A single yellow rose standing in a vase,0,5,10,10,"10,0",7,10,2
A single yellow rose standing in a vase,0,4,10,8,0,10,10,3
a blender full of liquid is spilling everywhere,0,1,7,0,5,10,8,0
a blender full of liquid is spilling everywhere,2,0,0,10,7,7,8,1
a blender full of liquid is spilling everywhere,1,0,5,8,2,7,7,2
a blender full of liquid is spilling everywhere,0,0,0,8,2,10,8,3
A plate full of broccoli sitting together.,0,4,0,8,10,10,10,0
A plate full of broccoli sitting together.,0,3,10,10,10,10,10,1
A plate full of broccoli sitting together.,0,1,6,8,7,10,10,2
A plate full of broccoli sitting together.,0,1,10,10,10,10,9,3
A man that is sitting down in a chair.,0,8,8,10,10,10,10,0
A man that is sitting down in a chair.,7,7,7,1,10,10,10,1
A man that is sitting down in a chair.,0,7,10,10,7,10,10,2
A man that is sitting down in a chair.,2,5,10,10,10,10,10,3
A black child who is enjoying a sandwich.,0,4,10,0,7,1,8,0
A black child who is enjoying a sandwich.,0,1,7,2,5,0,10,1
A black child who is enjoying a sandwich.,0,2,10,8,10,10,10,2
A black child who is enjoying a sandwich.,0,5,10,7,9,10,10,3
A zebra standing in a lush green forest.,0,4,7,6,7,5,7,0
A zebra standing in a lush green forest.,2,4,7,2,7,8,5,1
A zebra standing in a lush green forest.,0,2,6,7,10,10,10,2
A zebra standing in a lush green forest.,0,3,3,6,10,7,4,3
"An elderly woman standing by a white sedan,",0,0,7,0,10,10,10,0
"An elderly woman standing by a white sedan,",0,0,7,10,10,8,10,1
"An elderly woman standing by a white sedan,",0,"I'm sorry, but I cannot assist with the request.",10,0,8,7,10,2
"An elderly woman standing by a white sedan,",0,0,7,0,7,10,10,3
People talking with one another and having drinks.,0,4,10,10,10,10,10,0
People talking with one another and having drinks.,0,6,7,7,10,10,7,1
People talking with one another and having drinks.,2,0,10,10,10,4,10,2
People talking with one another and having drinks.,0,2,7,10,7,10,10,3
A man who is jumping up while in the snow.,10,1,8,10,10,10,10,0
A man who is jumping up while in the snow.,4,5,10,10,10,10,10,1
A man who is jumping up while in the snow.,8,7,10,10,10,10,10,2
A man who is jumping up while in the snow.,8,7,10,10,10,10,10,3
A man that is sitting down next to a skateboard.,0,1,10,10,0,0,10,0
A man that is sitting down next to a skateboard.,0,1,10,10,10,0,10,1
A man that is sitting down next to a skateboard.,0,0,5,0,3,10,10,2
A man that is sitting down next to a skateboard.,0,4,1,10,10,10,10,3
Two vases with one leaning on the other one,0,1,0,0,0,0,0,0
Two vases with one leaning on the other one,0,0,0,0,0,0,0,1
Two vases with one leaning on the other one,0,0,0,0,0,0,0,2
Two vases with one leaning on the other one,1,0,0,0,0,0,0,3
A very big dim lit room with some desks.,0,5,5,7,7,7,8,0
A very big dim lit room with some desks.,0,7,5,4,5,8,6,1
A very big dim lit room with some desks.,0,0,6,8,8,8,7,2
A very big dim lit room with some desks.,1,3,6,8,7,7,7,3
A cat sitting on a computer looking like it is typing.,0,0,10,10,10,10,10,0
A cat sitting on a computer looking like it is typing.,2,2,9,10,10,10,10,1
A cat sitting on a computer looking like it is typing.,1,2,8,10,8,10,10,2
A cat sitting on a computer looking like it is typing.,3,7,8,10,10,8,10,3
a girafee looking around by some people,0,0,10,0,0,0,0,0
a girafee looking around by some people,0,1,0,0,0,0,0,1
a girafee looking around by some people,0,0,0,0,0,0,7,2
a girafee looking around by some people,10,5,1,0,0,8,10,3
A very small looking bathroom with a blue toilet.,1,10,6,9,7,6,7,0
A very small looking bathroom with a blue toilet.,0,4,5,1,3,9,10,1
A very small looking bathroom with a blue toilet.,1,5,7,7,4,8,10,2
A very small looking bathroom with a blue toilet.,0,5,7,7,8,9,8,3
Two African elephants walking through tall yellow grass.,0,7,7,5,5,8,10,0
Two African elephants walking through tall yellow grass.,0,2,7,7,4,8,8,1
Two African elephants walking through tall yellow grass.,0,0,6,8,6,9,10,2
Two African elephants walking through tall yellow grass.,1,2,8,7,1,9,5,3
Two surfboards that are sitting in the sand.,7,5,8,7,7,10,10,0
Two surfboards that are sitting in the sand.,7,2,6,8,9,7,10,1
Two surfboards that are sitting in the sand.,7,0,8,10,8,10,10,2
Two surfboards that are sitting in the sand.,7,2,8,8,10,10,8,3
there is a plane and also a bus that is next to it,1,0,10,10,10,0,1,0
there is a plane and also a bus that is next to it,0,0,9,0,0,0,1,1
there is a plane and also a bus that is next to it,0,0,10,1,0,0,0,2
there is a plane and also a bus that is next to it,0,0,1,0,1,1,0,3
Women and men appear in an animated image.,0,5,5,2,7,5,6,0
Women and men appear in an animated image.,0,7,7,5,7,5,5,1
Women and men appear in an animated image.,0,0,7,10,8,10,8,2
Women and men appear in an animated image.,0,5,10,2,7,8,7,3
